city_key,city_name,jurisdiction_id,state_fips,offense,role,evidence,role_source,live_surface_present,residual_training_surface_present,validation_holdout_surface_present,residual_validation_case_type,loco_benchmark_holdout_city,loco_benchmark_source,packet_summary_present,summary_production_ready,summary_integration_status,summary_offense_selective_ready_offenses,summary_central_disposition,summary_packet_disposition,summary_source_name,summary_state_abbr,packet_status_present,packet_status_production_ready,packet_status_integration_status,packet_status_validation_case_type,packet_dir,packet_status_path,packet_offense_status_present,packet_offense_rejected,packet_offense_admitted,packet_offense_status_text,packet_offense_status_path,live_surface_row_count,live_surface_incident_count_total,live_surface_year_min,live_surface_year_max,residual_surface_row_count,residual_surface_incident_count_total,residual_surface_year_min,residual_surface_year_max
austin,Austin,48:municipal:place:4805000,48,robbery,direct_posterior_live,city/offense appears in the live direct-override surface used as incident_surface in allocation,state/modeling/city_incident_share_surface.parquet,True,True,False,promoted_city_control,True,state/modeling/city_residual_benchmark_2024.json|state/modeling/next_phase_city_residual_benchmark_2024.json,True,yes,offense_selective,burglary|larceny|motor_vehicle_theft|robbery,ready_now,ready_now,Austin APD Crime Reports,TX,True,yes,offense_selective,,state/review/packets/city/austin,state/review/packets/city/austin/packet_status.csv,True,False,True,offense_selective|yes|close_exact_stable,state/review/packets/city/austin/packet_offense_status.csv,2203.0,6703.0,2018.0,2024.0,2203.0,6703.0,2018,2024
baltimore,Baltimore,24:municipal:place:2404000,24,aggravated_assault,direct_posterior_live,city/offense appears in the live direct-override surface used as incident_surface in allocation,state/modeling/city_incident_share_surface.parquet,True,True,False,promoted_city_control,True,state/modeling/city_residual_benchmark_2024.json|state/modeling/next_phase_city_residual_benchmark_2024.json,True,partial,offense_selective,aggravated_assault|larceny|rape|robbery,ready_now,ready_now,Baltimore legacy SRS Part 1 feed + Baltimore NIBRS Group A companion feed,MD,True,partial,offense_selective,,state/review/packets/city/baltimore,state/review/packets/city/baltimore/packet_status.csv,True,False,True,offense_selective|yes|review_complete|exact,state/review/packets/city/baltimore/packet_offense_status.csv,575.0,5345.0,2024.0,2024.0,575.0,5345.0,2024,2024
baltimore,Baltimore,24:municipal:place:2404000,24,burglary,rejected,packet offense status contains reject/blocked/do_not_promote disposition,state/review/packets/city/baltimore/packet_offense_status.csv,False,False,False,,True,state/modeling/city_residual_benchmark_2024.json|state/modeling/next_phase_city_residual_benchmark_2024.json,True,partial,offense_selective,aggravated_assault|larceny|rape|robbery,ready_now,ready_now,Baltimore legacy SRS Part 1 feed + Baltimore NIBRS Group A companion feed,MD,True,partial,offense_selective,,state/review/packets/city/baltimore,state/review/packets/city/baltimore/packet_status.csv,True,True,False,blocked|no|blocked|approximate,state/review/packets/city/baltimore/packet_offense_status.csv,,,,,,,,
baltimore,Baltimore,24:municipal:place:2404000,24,larceny,direct_posterior_live,city/offense appears in the live direct-override surface used as incident_surface in allocation,state/modeling/city_incident_share_surface.parquet,True,True,False,promoted_city_control,True,state/modeling/city_residual_benchmark_2024.json|state/modeling/next_phase_city_residual_benchmark_2024.json,True,partial,offense_selective,aggravated_assault|larceny|rape|robbery,ready_now,ready_now,Baltimore legacy SRS Part 1 feed + Baltimore NIBRS Group A companion feed,MD,True,partial,offense_selective,,state/review/packets/city/baltimore,state/review/packets/city/baltimore/packet_status.csv,True,False,True,offense_selective|yes|review_complete|exact,state/review/packets/city/baltimore/packet_offense_status.csv,615.0,14115.0,2024.0,2024.0,615.0,14115.0,2024,2024
baltimore,Baltimore,24:municipal:place:2404000,24,motor_vehicle_theft,rejected,packet offense status contains reject/blocked/do_not_promote disposition,state/review/packets/city/baltimore/packet_offense_status.csv,False,False,False,,True,state/modeling/city_residual_benchmark_2024.json|state/modeling/next_phase_city_residual_benchmark_2024.json,True,partial,offense_selective,aggravated_assault|larceny|rape|robbery,ready_now,ready_now,Baltimore legacy SRS Part 1 feed + Baltimore NIBRS Group A companion feed,MD,True,partial,offense_selective,,state/review/packets/city/baltimore,state/review/packets/city/baltimore/packet_status.csv,True,True,False,blocked|no|conditional|approximate,state/review/packets/city/baltimore/packet_offense_status.csv,,,,,,,,
baltimore,Baltimore,24:municipal:place:2404000,24,murder,rejected,packet offense status contains reject/blocked/do_not_promote disposition,state/review/packets/city/baltimore/packet_offense_status.csv,False,False,False,,True,state/modeling/city_residual_benchmark_2024.json|state/modeling/next_phase_city_residual_benchmark_2024.json,True,partial,offense_selective,aggravated_assault|larceny|rape|robbery,ready_now,ready_now,Baltimore legacy SRS Part 1 feed + Baltimore NIBRS Group A companion feed,MD,True,partial,offense_selective,,state/review/packets/city/baltimore,state/review/packets/city/baltimore/packet_status.csv,True,True,False,blocked|no|candidate|exact,state/review/packets/city/baltimore/packet_offense_status.csv,,,,,,,,
baltimore,Baltimore,24:municipal:place:2404000,24,rape,onboarded_not_integrated,"packet exists, but city/offense is absent from live, residual-training, and holdout sets",state/review/packets/city/baltimore/packet_offense_status.csv,False,False,False,,True,state/modeling/city_residual_benchmark_2024.json|state/modeling/next_phase_city_residual_benchmark_2024.json,True,partial,offense_selective,aggravated_assault|larceny|rape|robbery,ready_now,ready_now,Baltimore legacy SRS Part 1 feed + Baltimore NIBRS Group A companion feed,MD,True,partial,offense_selective,,state/review/packets/city/baltimore,state/review/packets/city/baltimore/packet_status.csv,True,False,True,offense_selective|yes|review_complete|exact,state/review/packets/city/baltimore/packet_offense_status.csv,,,,,,,,
baltimore,Baltimore,24:municipal:place:2404000,24,robbery,direct_posterior_live,city/offense appears in the live direct-override surface used as incident_surface in allocation,state/modeling/city_incident_share_surface.parquet,True,True,False,promoted_city_control,True,state/modeling/city_residual_benchmark_2024.json|state/modeling/next_phase_city_residual_benchmark_2024.json,True,partial,offense_selective,aggravated_assault|larceny|rape|robbery,ready_now,ready_now,Baltimore legacy SRS Part 1 feed + Baltimore NIBRS Group A companion feed,MD,True,partial,offense_selective,,state/review/packets/city/baltimore,state/review/packets/city/baltimore/packet_status.csv,True,False,True,offense_selective|yes|review_complete|exact,state/review/packets/city/baltimore/packet_offense_status.csv,540.0,3260.0,2024.0,2024.0,540.0,3260.0,2024,2024
baton_rouge_la,"Baton Rouge, Louisiana",22:municipal:place:2205000,22,aggravated_assault,residual_training_only,city/offense appears in the promoted residual-training surface after holdout case-type exclusions,state/modeling/next_phase_validation_city_incident_share_surface_2024.parquet;src/crimerisk/allocation.py:promoted_residual_training_city_shares_path,False,True,False,municipal_validation_case,False,,True,partial,generic_contract_share_pilot,,,ready_now,,,True,partial,generic_contract_share_pilot,,state/review/packets/city/baton_rouge_la,state/review/packets/city/baton_rouge_la/packet_status.csv,True,False,True,admit_share_only|pass_share_only|share_only,state/review/packets/city/baton_rouge_la/packet_offense_status.csv,,,,,178.0,1702.0,2024,2024
baton_rouge_la,"Baton Rouge, Louisiana",22:municipal:place:2205000,22,burglary,residual_training_only,city/offense appears in the promoted residual-training surface after holdout case-type exclusions,state/modeling/next_phase_validation_city_incident_share_surface_2024.parquet;src/crimerisk/allocation.py:promoted_residual_training_city_shares_path,False,True,False,municipal_validation_case,False,,True,partial,generic_contract_share_pilot,,,ready_now,,,True,partial,generic_contract_share_pilot,,state/review/packets/city/baton_rouge_la,state/review/packets/city/baton_rouge_la/packet_status.csv,True,False,True,admit_share_only|pass_share_only|share_only,state/review/packets/city/baton_rouge_la/packet_offense_status.csv,,,,,194.0,2363.0,2024,2024
baton_rouge_la,"Baton Rouge, Louisiana",22:municipal:place:2205000,22,larceny,residual_training_only,city/offense appears in the promoted residual-training surface after holdout case-type exclusions,state/modeling/next_phase_validation_city_incident_share_surface_2024.parquet;src/crimerisk/allocation.py:promoted_residual_training_city_shares_path,False,True,False,municipal_validation_case,False,,True,partial,generic_contract_share_pilot,,,ready_now,,,True,partial,generic_contract_share_pilot,,state/review/packets/city/baton_rouge_la,state/review/packets/city/baton_rouge_la/packet_status.csv,True,False,True,admit_share_only|pass_share_only|share_only,state/review/packets/city/baton_rouge_la/packet_offense_status.csv,,,,,208.0,7882.0,2024,2024
baton_rouge_la,"Baton Rouge, Louisiana",22:municipal:place:2205000,22,motor_vehicle_theft,residual_training_only,city/offense appears in the promoted residual-training surface after holdout case-type exclusions,state/modeling/next_phase_validation_city_incident_share_surface_2024.parquet;src/crimerisk/allocation.py:promoted_residual_training_city_shares_path,False,True,False,municipal_validation_case,False,,True,partial,generic_contract_share_pilot,,,ready_now,,,True,partial,generic_contract_share_pilot,,state/review/packets/city/baton_rouge_la,state/review/packets/city/baton_rouge_la/packet_status.csv,True,False,True,admit_share_only|pass_share_only|share_only,state/review/packets/city/baton_rouge_la/packet_offense_status.csv,,,,,188.0,2137.0,2024,2024
baton_rouge_la,"Baton Rouge, Louisiana",22:municipal:place:2205000,22,murder,residual_training_only,city/offense appears in the promoted residual-training surface after holdout case-type exclusions,state/modeling/next_phase_validation_city_incident_share_surface_2024.parquet;src/crimerisk/allocation.py:promoted_residual_training_city_shares_path,False,True,False,municipal_validation_case,False,,True,partial,generic_contract_share_pilot,,,ready_now,,,True,partial,generic_contract_share_pilot,,state/review/packets/city/baton_rouge_la,state/review/packets/city/baton_rouge_la/packet_status.csv,True,False,True,admit_share_only|pass_share_only|share_only,state/review/packets/city/baton_rouge_la/packet_offense_status.csv,,,,,62.0,145.0,2024,2024
baton_rouge_la,"Baton Rouge, Louisiana",22:municipal:place:2205000,22,rape,onboarded_not_integrated,"packet exists, but city/offense is absent from live, residual-training, and holdout sets",state/review/packets/city/baton_rouge_la/packet_offense_status.csv,False,False,False,,False,,True,partial,generic_contract_share_pilot,,,ready_now,,,True,partial,generic_contract_share_pilot,,state/review/packets/city/baton_rouge_la,state/review/packets/city/baton_rouge_la/packet_status.csv,True,False,True,admit_share_only|pass_share_only|share_only,state/review/packets/city/baton_rouge_la/packet_offense_status.csv,,,,,,,,
baton_rouge_la,"Baton Rouge, Louisiana",22:municipal:place:2205000,22,robbery,residual_training_only,city/offense appears in the promoted residual-training surface after holdout case-type exclusions,state/modeling/next_phase_validation_city_incident_share_surface_2024.parquet;src/crimerisk/allocation.py:promoted_residual_training_city_shares_path,False,True,False,municipal_validation_case,False,,True,partial,generic_contract_share_pilot,,,ready_now,,,True,partial,generic_contract_share_pilot,,state/review/packets/city/baton_rouge_la,state/review/packets/city/baton_rouge_la/packet_status.csv,True,False,True,admit_share_only|pass_share_only|share_only,state/review/packets/city/baton_rouge_la/packet_offense_status.csv,,,,,139.0,534.0,2024,2024
boston,Boston,25:municipal:place:2507000,25,aggravated_assault,rejected,packet offense status contains reject/blocked/do_not_promote disposition,state/review/packets/city/boston/packet_offense_status.csv,False,False,False,,True,state/modeling/city_residual_benchmark_2024.json|state/modeling/next_phase_city_residual_benchmark_2024.json,True,partial,offense_selective,larceny|motor_vehicle_theft,ready_now,ready_now,Boston Police Department Crime Incident Reports (August 2015 - To Date) (Source: New System),MA,True,partial,offense_selective,,state/review/packets/city/boston,state/review/packets/city/boston/packet_status.csv,True,True,False,blocked|no|material_gap_and_missing_subtypes,state/review/packets/city/boston/packet_offense_status.csv,,,,,,,,
boston,Boston,25:municipal:place:2507000,25,burglary,rejected,packet offense status contains reject/blocked/do_not_promote disposition,state/review/packets/city/boston/packet_offense_status.csv,False,False,False,,True,state/modeling/city_residual_benchmark_2024.json|state/modeling/next_phase_city_residual_benchmark_2024.json,True,partial,offense_selective,larceny|motor_vehicle_theft,ready_now,ready_now,Boston Police Department Crime Incident Reports (August 2015 - To Date) (Source: New System),MA,True,partial,offense_selective,,state/review/packets/city/boston,state/review/packets/city/boston/packet_status.csv,True,True,False,blocked|no|missing_no_force_and_attempt_subtypes,state/review/packets/city/boston/packet_offense_status.csv,,,,,,,,
boston,Boston,25:municipal:place:2507000,25,larceny,direct_posterior_live,city/offense appears in the live direct-override surface used as incident_surface in allocation,state/modeling/city_incident_share_surface.parquet,True,True,False,promoted_city_control,True,state/modeling/city_residual_benchmark_2024.json|state/modeling/next_phase_city_residual_benchmark_2024.json,True,partial,offense_selective,larceny|motor_vehicle_theft,ready_now,ready_now,Boston Police Department Crime Incident Reports (August 2015 - To Date) (Source: New System),MA,True,partial,offense_selective,,state/review/packets/city/boston,state/review/packets/city/boston/packet_status.csv,True,False,True,offense_selective|yes|strong_source_count_moderate_geocode_loss,state/review/packets/city/boston/packet_offense_status.csv,3247.0,39698.0,2019.0,2024.0,3247.0,39698.0,2019,2024
boston,Boston,25:municipal:place:2507000,25,motor_vehicle_theft,direct_posterior_live,city/offense appears in the live direct-override surface used as incident_surface in allocation,state/modeling/city_incident_share_surface.parquet,True,True,False,promoted_city_control,True,state/modeling/city_residual_benchmark_2024.json|state/modeling/next_phase_city_residual_benchmark_2024.json,True,partial,offense_selective,larceny|motor_vehicle_theft,ready_now,ready_now,Boston Police Department Crime Incident Reports (August 2015 - To Date) (Source: New System),MA,True,partial,offense_selective,,state/review/packets/city/boston,state/review/packets/city/boston/packet_status.csv,True,False,True,offense_selective|yes|close_geocoded_reconciliation,state/review/packets/city/boston/packet_offense_status.csv,1571.0,3132.0,2019.0,2024.0,1571.0,3132.0,2019,2024
boston,Boston,25:municipal:place:2507000,25,murder,onboarded_not_integrated,"packet exists, but city/offense is absent from live, residual-training, and holdout sets",state/review/packets/city/boston/packet_offense_status.csv,False,False,False,,True,state/modeling/city_residual_benchmark_2024.json|state/modeling/next_phase_city_residual_benchmark_2024.json,True,partial,offense_selective,larceny|motor_vehicle_theft,ready_now,ready_now,Boston Police Department Crime Incident Reports (August 2015 - To Date) (Source: New System),MA,True,partial,offense_selective,,state/review/packets/city/boston,state/review/packets/city/boston/packet_status.csv,True,False,False,hold_pending_policy|no|small_n_occurrence_year_mismatch,state/review/packets/city/boston/packet_offense_status.csv,,,,,,,,
boston,Boston,25:municipal:place:2507000,25,rape,rejected,packet offense status contains reject/blocked/do_not_promote disposition,state/review/packets/city/boston/packet_offense_status.csv,False,False,False,,True,state/modeling/city_residual_benchmark_2024.json|state/modeling/next_phase_city_residual_benchmark_2024.json,True,partial,offense_selective,larceny|motor_vehicle_theft,ready_now,ready_now,Boston Police Department Crime Incident Reports (August 2015 - To Date) (Source: New System),MA,True,partial,offense_selective,,state/review/packets/city/boston,state/review/packets/city/boston/packet_status.csv,True,True,False,blocked|no|missing_public_family,state/review/packets/city/boston/packet_offense_status.csv,,,,,,,,
boston,Boston,25:municipal:place:2507000,25,robbery,rejected,packet offense status contains reject/blocked/do_not_promote disposition,state/review/packets/city/boston/packet_offense_status.csv,False,False,False,,True,state/modeling/city_residual_benchmark_2024.json|state/modeling/next_phase_city_residual_benchmark_2024.json,True,partial,offense_selective,larceny|motor_vehicle_theft,ready_now,ready_now,Boston Police Department Crime Incident Reports (August 2015 - To Date) (Source: New System),MA,True,partial,offense_selective,,state/review/packets/city/boston,state/review/packets/city/boston/packet_status.csv,True,True,False,blocked|no|attempt_family_missing,state/review/packets/city/boston/packet_offense_status.csv,,,,,,,,
