case_key,jurisdiction_id,jurisdiction_name,state_abbr,packet_dir,packet_status,missing_required_outputs,has_manifest,has_research_findings,has_sources,has_recommendation,review_goal,recommended_disposition,production_ready,confidence,summary,has_promotable_extract,extract_files,non_observed_count_2024,top_estimate_source_2024
ocoee_fl,12:municipal:place:1251075,Ocoee city,FL,/Users/uzairqadir/Projects/data-projects/national/crimerisk-clone/state/review/packets/municipal_targets/ocoee_fl,review_complete,,1,1,1,1,"Determine whether Ocoee should retain a standalone municipal control row and whether the current all-fill state reflects broken continuity or publication, contract policing, county replacement, or target invalidity.",retain_standalone_municipal_control_row_and_classify_current_all_fill_as_official_publication_continuity_gap,yes,high,"Ocoee should retain its standalone municipal control row. Official city materials show a live Ocoee Police Department, FDLE's 2020 county-and-municipal report publishes Ocoee as a normal municipal agency, and FDLE's 2021 report retains a named Ocoee row even though the offense cells are blank. The current all-fill condition is therefore not contract policing, county replacement, or target invalidity; it is an official-publication continuity gap after the last usable 2020 statewide row, with no public FDLE FIBRS or FBI incident-based backfill for 2024.",0,,1476.0,hist_median
tamarac_fl,12:municipal:place:1270675,Tamarac city,FL,/Users/uzairqadir/Projects/data-projects/national/crimerisk-clone/state/review/packets/municipal_targets/tamarac_fl,review_complete,,1,1,1,1,Determine whether Tamarac should retain a standalone municipal control row and whether the current full-fill condition reflects a valid BSO contract-city municipal reporting surface with broken continuity or an invalid sheriff-primary municipal target.,retain_standalone_municipal_control_row_for_bso_contract_city_and_treat_full_fill_as_reporting_continuity_failure,yes,high,"Tamarac should keep its standalone municipal control row. As of March 24, 2026, Broward Sheriff's Office is the city's primary general-policing authority, so this is not a current city-run police-department case. But official Tamarac, BSO, FDLE, and FBI CDE sources show a real Tamarac-specific legacy municipal reporting identity tied to FL0063100: FDLE published substantive 2020 Tamarac counts and retained a blank Tamarac row in 2021, while FBI CDE still lists Tamarac Police Department as a Florida city agency but not a NIBRS reporter. The current all-fill condition therefore reflects a BSO contract-city reporting continuity and publication failure after the SRS-to-NIBRS transition, not county replacement or target invalidity.",0,,1442.0,hist_median
bloomington_il,17:municipal:place:1706613,Bloomington city,IL,/Users/uzairqadir/Projects/data-projects/national/crimerisk-clone/state/review/packets/municipal_targets/bloomington_il,review_complete,,1,1,1,1,"Determine whether Bloomington city, Illinois should retain a standalone municipal control row and whether the current all-fill condition reflects reporting/publication continuity failure, county replacement, target invalidity, or another issue.",retain_standalone_municipal_control_row_and_classify_current_all_fill_as_illinois_publication_certification_continuity_gap,yes,high,"Bloomington should retain its standalone municipal control row. Official city sources show a live Bloomington Police Department plus continuing city-level crime publication through annual-report and crime-map surfaces, while the official Illinois portal states that 2023-forward agency publication is gated on NIBRS certification. The current all-fill condition is therefore best treated as a valid-target state-publication or continuity gap, compounded by a repo source-promotion mismatch, not as McLean County replacement or target invalidity.",0,,1350.0,hist_median
lauderdale_lakes_fl,12:municipal:place:1239525,Lauderdale Lakes city,FL,/Users/uzairqadir/Projects/data-projects/national/crimerisk-clone/state/review/packets/municipal_targets/lauderdale_lakes_fl,review_complete,,1,1,1,1,"Determine whether Lauderdale Lakes should retain a standalone municipal control row and whether the current full-fill condition reflects broken reporting continuity under a valid Broward contract-city municipal reporting surface, county replacement, or target invalidity.",retain_standalone_municipal_control_row_for_bso_contract_city_and_treat_full_fill_as_reporting_continuity_failure,yes,high,"Lauderdale Lakes should keep its standalone municipal control row. The city is currently policed by Broward Sheriff's Office under a long-running contract rather than by a city-run police department, but official city, FDLE, and FBI CDE materials still support a real Lauderdale Lakes-specific municipal reporting identity tied to FL0061700. FDLE published substantive Lauderdale Lakes counts through 2020, retained the row but blanked it in 2021, and then omitted it from the FIBRS workbook, while the FBI's 2024 roster still lists Lauderdale Lakes Police Department as a city agency but not NIBRS. The current all-fill state is therefore a contract-city reporting and publication continuity failure, not target invalidity or clean county replacement.",0,,1274.0,hist_median
dania_beach_fl,12:municipal:place:1216335,Dania Beach city,FL,/Users/uzairqadir/Projects/data-projects/national/crimerisk-clone/state/review/packets/municipal_targets/dania_beach_fl,review_complete,,1,1,1,1,"Determine whether Dania Beach should retain a standalone municipal control row and whether the current full-fill condition reflects contract-city reporting continuity/publication failure, county replacement, or an invalid municipal target.",retain_standalone_municipal_control_row_and_treat_full_fill_as_contract_city_reporting_continuity_failure,yes,high,"Dania Beach should retain its standalone municipal control row. The city has been policed by Broward Sheriff's Office under contract since October 1, 1988 rather than by a city-run police department, but official city, FDLE, and FBI materials still support a real Dania-specific municipal reporting identity tied to FL0060100. FDLE published substantive Dania Beach offense totals through 2020 and retained the named row as blank in 2021 before the row disappeared from the public FIBRS offense workbook, while the FBI CDE 2024 roster still lists the agency. The current all-fill state is therefore a contract-city reporting continuity and publication failure, not county-remainder replacement or target invalidity.",0,,1262.0,hist_median
coconut_creek_fl,12:municipal:place:1213275,Coconut Creek city,FL,/Users/uzairqadir/Projects/data-projects/national/crimerisk-clone/state/review/packets/municipal_targets/coconut_creek_fl,review_complete,,1,1,1,1,"Determine whether Coconut Creek should retain a standalone municipal control row and whether the current all-fill condition reflects continuity/publication failure, contract policing, county replacement, or target invalidity at the highest currently useful municipal granularity.",retain_standalone_municipal_control_row_and_treat_current_all_fill_as_post_2020_reporting_continuity_failure_on_fl0061100,yes,high,"Coconut Creek should keep its standalone municipal control row. Official city materials show an active city-run Coconut Creek Police Department rather than Broward contract policing or county replacement, while FDLE's official annual county-and-municipal reports publish Coconut Creek through 2020 and retain a blank row in 2021. The later public FDLE FIBRS workbook omits Coconut Creek entirely, and the official FBI CDE 2024 roster still recognizes FL0061100 as a City agency but marks it non-NIBRS. The current all-fill state is therefore best treated as a post-2020 reporting continuity failure on a valid municipal target, not as contract policing, county replacement, or target invalidity.",0,,1084.0,hist_median
margate_fl,12:municipal:place:1243125,Margate city,FL,/Users/uzairqadir/Projects/data-projects/national/crimerisk-clone/state/review/packets/municipal_targets/margate_fl,review_complete,,1,1,1,1,"Determine whether Margate should retain a standalone municipal control row and whether the current full-fill condition reflects continuity/publication failure, contract policing, county replacement, or target invalidity.",retain_standalone_municipal_control_row_and_treat_full_fill_as_live_city_police_publication_and_repo_continuity_failure,yes,high,"Margate should keep its standalone municipal control row. Official City of Margate police pages show an active city-run Margate Police Department with its own chief, headquarters, 24-hour operations, and police public-records workflow, so this is not a Broward sheriff contract-policing or county-replacement case. FDLE's 2020 county-and-municipal report published a substantive Margate municipal row and the 2021 report retained the row but blanked every offense field, while the official FDLE FIBRS workbook has no Margate row from 2021 through 2025 Q2 and the FBI CDE roster still lists FL0062100 as Margate Police Department with is_nibrs false. The current all-fill condition therefore reflects a live-city-police state-publication and repo continuity failure on FL0062100, not target invalidity.",0,,1033.0,hist_median
panama_city_beach_fl,12:municipal:place:1254725,Panama City Beach city,FL,/Users/uzairqadir/Projects/data-projects/national/crimerisk-clone/state/review/packets/municipal_targets/panama_city_beach_fl,review_complete,,1,1,1,1,"Determine whether Panama City Beach should retain a standalone municipal control row and whether the current full-fill condition reflects a Florida post-2021 publication/continuity failure for a real city police target, Bay County replacement, contract policing, or target invalidity.",retain_standalone_municipal_control_row_and_treat_full_fill_as_post_2021_florida_publication_gap,yes,high,"Panama City Beach should retain its standalone municipal control row. Official city materials show a live Panama City Beach Police Department with a current chief, command staff, and direct city non-emergency administration, while FDLE's Bay County county-and-municipal offense reports publish Panama City Beach Police Department as a substantive municipal row in both 2020 and 2021. The current 2024 full-fill state is therefore not Bay County sheriff replacement, contract policing, or target invalidity; it is a post-2021 Florida publication/continuity gap, because the official FDLE FIBRS workbook has no Panama City Beach row on the 2021-2025 Q3 sheets and the official FBI CDE 2024 roster still lists FL0030600 as a City agency with is_nibrs false.",0,,975.0,hist_median
north_lauderdale_fl,12:municipal:place:1249425,North Lauderdale city,FL,/Users/uzairqadir/Projects/data-projects/national/crimerisk-clone/state/review/packets/municipal_targets/north_lauderdale_fl,review_complete,,1,1,1,1,"Determine whether North Lauderdale is a valid municipal police target with a Florida transition/publication failure, a sheriff/contract-policing structure, or an invalid municipal target.",retain_standalone_municipal_control_row_for_bso_contract_city_and_treat_full_fill_as_reporting_continuity_failure,yes,high,"North Lauderdale should keep its standalone municipal control row. As of March 24, 2026, the city is operationally policed by the Broward Sheriff's Office under contract rather than by a city-run police department, but official city, BSO, FDLE, and FBI materials still support a real North Lauderdale-specific policing and reporting identity tied to FL0062300. FDLE published substantive 2020 North Lauderdale counts and retained a blank North Lauderdale row in 2021, the public FIBRS workbook omits the city afterward, and the city still publishes current district-level totals in its FY2026 budget. The current all-fill state is therefore a contract-city reporting continuity and publication failure, not an invalid target or county-remainder replacement.",0,,964.0,hist_median
crowley_la,22:municipal:place:2218650,Crowley city,LA,/Users/uzairqadir/Projects/data-projects/national/crimerisk-clone/state/review/packets/municipal_targets/crowley_la,review_complete,,1,1,1,1,"Determine whether Crowley city, Louisiana is a valid municipal police target with a reporting continuity failure, an Acadia Parish replacement, a merged or shared service structure, or an invalid target.",retain_standalone_municipal_control_row_and_treat_2022_2024_as_louisiana_reporting_continuity_failure,yes,high,"Crowley should retain its standalone municipal control row. Official city and police sources show a live Crowley Police Department, Louisiana's own reporting artifacts show Crowley Police Department as a separate Acadia Parish agency in 2020 and mark it as 'No' for 2022 FBI reporting rather than 'through Acadia Parish Sheriff's Office,' and the 2023 certified Louisiana LIBRS publication omits Crowley while still listing other Acadia agencies. The current all-fill state is therefore a valid-target reporting/publication continuity failure on LA0010100, not parish replacement, merged service, or target invalidity.",0,,915.0,hist_median
ray_city_ga,13:municipal:place:1363728,Ray City city,GA,/Users/uzairqadir/Projects/data-projects/national/crimerisk-clone/state/review/packets/municipal_targets/ray_city_ga,review_complete,,1,1,1,1,Determine whether Ray City should retain a standalone municipal control row or whether the current all-fill state reflects an invalid municipal target or a broken reporting-continuity problem.,retain_standalone_municipal_control_row_as_real_small_city_police_target_and_treat_all_fill_as_broken_reporting_continuity,yes,high,"Ray City should keep its standalone municipal control row. Official city sources show that Ray City is an incorporated municipality with a current Ray City Police Department, and county materials only indicate after-hours dispatch support rather than sheriff replacement of the city police function. The all-fill state reflects broken or corrupted reporting continuity for GA0100300, not an invalid target. Production should retain the Ray City row, keep GA0100300 attached to it, and pursue a Georgia Bureau of Investigation UCR special-purpose agency extract or direct city police records as the official backfill surface.",0,,17.5,hist_median
fort_myers_fl,12:municipal:place:1224125,Fort Myers city,FL,/Users/uzairqadir/Projects/data-projects/national/crimerisk-clone/state/review/packets/municipal_targets/fort_myers_fl,review_complete,,1,1,1,1,"Determine whether Fort Myers should retain a standalone municipal control row or whether the current full-fill condition reflects an invalid municipal target, sheriff-primary service structure, contract policing, or another non-standalone policing arrangement.",retain_standalone_municipal_control_row_state_publication_support_landed,yes,high,"Fort Myers should retain a standalone municipal control row. Official city and police sources show an active Fort Myers Police Department with city districts, a city-boundary primary 9-1-1 answering point, and current day-to-day patrol operations, while official FDLE reporting publishes Fort Myers Police Department as a real municipal agency surface and includes a four-quarter 2024 FIBRS row for FL0360100. That Florida continuity problem has now been resolved in the live repo through landed state_publication_annual support, so this packet should be read as closed keep/drop evidence rather than as an open ingestion todo.",0,,0.0,
jacksonville_fl,12:municipal:place:1235000,Jacksonville city,FL,/Users/uzairqadir/Projects/data-projects/national/crimerisk-clone/state/review/packets/municipal_targets/jacksonville_fl,review_complete,,1,1,1,1,Determine whether Jacksonville should retain a true separate municipal control row versus a service-structure exception or other reroute.,retain_standalone_municipal_control_row_as_consolidated_primary_jurisdiction_and_route_jso_reporting_here,yes,high,"Jacksonville should retain a true primary local control row. Official Jacksonville materials describe a consolidated city-county law-enforcement structure centered in the sheriff, with the beach communities and Baldwin retaining separate police carve-outs; FDLE publishes Jacksonville Sheriff's Office as the main Duval local row across the transition years. The current problem is reporting continuity: FL0160000 should feed the Jacksonville row rather than living in county remainder.",0,,0.0,
palm_beach_gardens_fl,12:municipal:place:1254075,Palm Beach Gardens city,FL,/Users/uzairqadir/Projects/data-projects/national/crimerisk-clone/state/review/packets/municipal_targets/palm_beach_gardens_fl,review_complete,,1,1,1,1,"Determine whether Palm Beach Gardens should retain a standalone municipal control row and whether the current all-fill condition reflects broken continuity/publication, contract policing, county replacement, or an invalid municipal target.",retain_standalone_municipal_control_row_state_publication_support_landed,yes,high,"Palm Beach Gardens should retain a standalone municipal control row. Official city materials show an active city-run Palm Beach Gardens Police Department, official FDLE county-and-municipal reporting published a normal Palm Beach Gardens Police Department row through 2020, the official FBI roster gives FL0502600 a NIBRS start date of 2022-01-01, and official FDLE FIBRS workbooks publish Palm Beach Gardens rows for 2022, 2023, and 2024. The earlier continuity problem is now resolved in the live repo through landed state_publication_annual support, so this packet should now be read as closed keep/drop evidence plus historical context on the 2021 transition-year gap.",0,,0.0,
macon_bibb_ga,13:municipal:place:1349008,Macon-Bibb County,GA,/Users/uzairqadir/Projects/data-projects/national/crimerisk-clone/state/review/packets/municipal_targets/macon_bibb_ga,review_complete,,1,1,1,1,Determine whether Macon-Bibb County should retain a standalone municipal control row and whether Bibb County Sheriff reporting should anchor that consolidated primary jurisdiction.,retain_standalone_municipal_control_row_as_consolidated_primary_jurisdiction_and_route_bibb_sheriff_reporting_here,yes,high,Macon-Bibb County is a real consolidated city-county primary jurisdiction created in 2014. Official Macon-Bibb materials show the Bibb County Sheriff's Office absorbed the former Macon Police Department and now serves as the active law-enforcement surface of the consolidated government. The problem is not target validity; the active sheriff reporting row GA0110000 should feed the Macon-Bibb target instead of remaining in state nonmunicipal remainder.,0,,0.0,
gulfport_ms,28:municipal:place:2829700,Gulfport city,MS,/Users/uzairqadir/Projects/data-projects/national/crimerisk-clone/state/review/packets/municipal_targets/gulfport_ms,review_complete,,1,1,1,1,Determine whether Gulfport should retain a standalone municipal control row or whether the current all-fill state reflects an invalid municipal target or service-structure problem.,retain_standalone_municipal_control_row_and_treat_all_fill_as_missing_mississippi_crime_insight_tops_backfill,yes,high,"Gulfport should keep a true standalone municipal control row. Official City of Gulfport materials show a live city police department with command staff, dispatch, records, police services, and a dedicated budget, while official Mississippi DPS Crime Insight/TOPS publications provide agency-specific 2024 Gulfport Police Department crime reports. The current all-fill row reflects a broken Mississippi state-source continuity lane, not an invalid municipal target or a Harrison County service-structure replacement.",0,,0.0,
babylon_ny,36:municipal:cousub:3610304000,Babylon town,NY,/Users/uzairqadir/Projects/data-projects/national/crimerisk-clone/state/review/packets/municipal_targets/babylon_ny,review_complete,,1,1,1,1,"Determine whether Babylon town, NY should retain a standalone municipal control row or whether the apparent Babylon town police row is a historical/service-structure artifact that should instead be handled through Suffolk County and village structure.",drop_municipal_control_row_36_municipal_cousub_3610304000_use_suffolk_county_and_village_structure,yes,high,"Official Town of Babylon history says the Town of Babylon Police Department was dissolved and merged into the Suffolk County Police Department effective January 1, 1960. Current official town materials show only limited Public Safety functions such as code enforcement, park rangers, bay constables, fire marshal, and emergency management, while Suffolk County Police states it provides all police services for the five western towns and its First Precinct covers Babylon. Within the town, Amityville clearly maintains its own village police department, but Babylon Village and Lindenhurst do not present standalone police departments and instead point residents to 911 plus local code/public-safety functions. Because NY0510200 only yields zero-count annual observations and the Babylon town control row is entirely fill-driven, the standalone town municipal control row should be dropped in favor of Suffolk County and village structure.",0,,0.0,
orlando_fl,12:municipal:place:1253000,Orlando city,FL,/Users/uzairqadir/Projects/data-projects/national/crimerisk-clone/state/review/packets/municipal_targets/orlando_fl,review_complete,,1,1,1,1,Determine whether Orlando should retain a standalone municipal control row and whether the current full-fill condition is a continuity failure or a deeper target problem.,retain_standalone_municipal_control_row_and_treat_full_fill_as_reporting_continuity_failure,no,high,"Orlando should retain a true municipal control row. Official city materials show an active Orlando Police Department, and official FDLE county-and-municipal offense publications list Orlando Police Department as a normal municipal agency. The current full-fill condition is therefore a continuity/source failure on FL0480400 rather than evidence that the Orlando target is invalid.",0,,15453.5,hist_median
jackson_ms,28:municipal:place:2836000,Jackson city,MS,/Users/uzairqadir/Projects/data-projects/national/crimerisk-clone/state/review/packets/municipal_targets/jackson_ms,review_complete,,1,1,1,1,Determine whether Jackson should retain a standalone municipal control row and what kind of continuity problem explains the current full-fill target.,retain_standalone_municipal_control_row_and_investigate_post_2020_reporting_continuity_gap,no,high,"Jackson should retain a true municipal control row. Official city materials show an active Jackson Police Department with dedicated patrol, command, records, and budget structure, while the repo's observed annual series simply collapses to zero after 2020. This is a continuity/source problem, not an invalid-target problem.",0,,8928.0,hist_median
pompano_beach_fl,12:municipal:place:1258050,Pompano Beach city,FL,/Users/uzairqadir/Projects/data-projects/national/crimerisk-clone/state/review/packets/municipal_targets/pompano_beach_fl,review_complete,,1,1,1,1,,retain_standalone_municipal_control_row_and_treat_full_fill_as_reporting_continuity_failure,no,high,"Pompano Beach should retain a standalone municipal control row. Official city and Florida sources show that the city has long operated under a Broward Sheriff's Office contract-policing model but still retained a real city-specific reporting surface tied to FL0060700 through 2020, with the row blanked in 2021 and then omitted from later FIBRS offense workbooks. The current all-fill state therefore still reads like a continuity/publication failure on a valid municipal target, not an invalid place target or a completed live repair.",0,,5119.0,hist_median
downey_ca,06:municipal:place:0619766,Downey city,CA,/Users/uzairqadir/Projects/data-projects/national/crimerisk-clone/state/review/packets/municipal_targets/downey_ca,review_complete,,1,1,1,1,Determine whether Downey city should retain a standalone municipal control row or whether the current all-fill state reflects an invalid municipal target or service-structure problem.,retain_standalone_municipal_control_row_and_treat_full_fill_as_reporting_continuity_failure,no,high,"Downey should retain a true municipal control row. Official City sources show Downey is a full-service city with an active Downey Police Department, and the department's records unit prepares state and federal crime statistics. California DOJ's official Crime in California 2024 report says Downey Police Department was unable to report in 2024 due to system issues, so the current all-fill state reflects reporting continuity failure on CA0192000 rather than an invalid municipal target or a sheriff-primary service structure.",0,,3696.595250420021,trend_log_linear
