batch_file,index_in_batch,case_id,class,cleanup_reason,constituent_reasons,original_class,state,oris,mass_hint,n_source_cases,source_case_ids,signal_arms,evidence_chars
batch_003.json,0,x-IL0900400-hopedale,token_zero_shaped,merged_contradiction,cross_class_contradiction+structural_plausibility_residue,published_zero+token_reporter,IL,IL0900400,5.0,2,b2-IL0900400-hopedale;c-IL0900400-hopedale,capacity_then_zero,14721
batch_003.json,1,x-KY0290100-burkesville,token_zero_shaped,merged_contradiction,cross_class_contradiction+structural_plausibility_residue,published_zero+token_reporter,KY,KY0290100,5.0,2,b2-KY0290100-burkesville;c-KY0290100-burkesville,capacity_then_zero,14281
batch_003.json,2,x-LA0190100-clinton,token_zero_shaped,merged_contradiction,cross_class_contradiction+structural_plausibility_residue,published_zero+token_reporter,LA,LA0190100,5.0,2,b2-LA0190100-clinton;c-LA0190100-clinton,capacity_then_zero,15821
batch_003.json,3,x-KY0470400-west-point,token_zero_shaped,merged_contradiction,cross_class_contradiction+structural_plausibility_residue,published_zero+token_reporter,KY,KY0470400,4.5,2,b2-KY0470400-west-point;c-KY0470400-west-point,capacity_then_zero,15199
batch_003.json,4,x-KS0050400-claflin,token_zero_shaped,merged_contradiction,cross_class_contradiction+structural_plausibility_residue,published_zero+token_reporter,KS,KS0050400,4.0,2,b2-KS0050400-claflin;c-KS0050400-claflin,capacity_then_zero,16126
batch_003.json,5,x-NJ0191600-ogdensburg,token_zero_shaped,merged_contradiction,cross_class_contradiction+structural_plausibility_residue,published_zero+token_reporter,NJ,NJ0191600,4.0,2,b2-NJ0191600-ogdensburg;c-NJ0191600-ogdensburg,capacity_then_zero+pop_gt_1500,15103
batch_003.json,6,x-OK0230700-shattuck,token_zero_shaped,merged_contradiction,cross_class_contradiction+structural_plausibility_residue,published_zero+token_reporter,OK,OK0230700,3.5,2,b2-OK0230700-shattuck;c-OK0230700-shattuck,capacity_then_zero,15202
batch_003.json,7,x-IL0320300-mazon,token_zero_shaped,merged_contradiction,cross_class_contradiction+replicate_conflict+structural_plausibility_residue,published_zero+token_reporter,IL,IL0320300,3.0,2,b2-IL0320300-mazon;c-IL0320300-mazon,capacity_then_zero,15393
batch_003.json,8,x-KY1130200-sturgis,token_zero_shaped,merged_contradiction,cross_class_contradiction+structural_plausibility_residue,published_zero+token_reporter,KY,KY1130200,3.0,2,b2-KY1130200-sturgis;c-KY1130200-sturgis,capacity_then_zero+pop_gt_1500,14465
batch_003.json,9,x-ME0151700-milbridge,token_zero_shaped,merged_contradiction,cross_class_contradiction+structural_plausibility_residue,published_zero+token_reporter,ME,ME0151700,2.5,2,b2-ME0151700-milbridge;c-ME0151700-milbridge,capacity_then_zero,14701
batch_004.json,0,x-IL0750400-pleasant-hill,token_zero_shaped,merged_contradiction,cross_class_contradiction+structural_plausibility_residue,published_zero+token_reporter,IL,IL0750400,2.0,2,b2-IL0750400-pleasant-hill;c-IL0750400-pleasant-hill,capacity_then_zero,15318
batch_004.json,1,x-MN0640700-walnut-grove,token_zero_shaped,merged_contradiction,cross_class_contradiction+structural_plausibility_residue,published_zero+token_reporter,MN,MN0640700,2.0,2,b2-MN0640700-walnut-grove;c-MN0640700-walnut-grove,capacity_then_zero,13841
batch_004.json,2,x-OK0241500-lahoma,token_zero_shaped,merged_contradiction,cross_class_contradiction+structural_plausibility_residue,published_zero+token_reporter,OK,OK0241500,2.0,2,b2-OK0241500-lahoma;c-OK0241500-lahoma,capacity_then_zero,16431
batch_004.json,3,x-TX1660300-thorndale,token_zero_shaped,merged_contradiction,cross_class_contradiction+structural_plausibility_residue,published_zero+token_reporter,TX,TX1660300,2.0,2,b2-TX1660300-thorndale;c-TX1660300-thorndale,capacity_then_zero,16081
batch_004.json,4,x-MN0230100-chatfield,token_zero_shaped,merged_contradiction,cross_class_contradiction+structural_plausibility_residue,published_zero+token_reporter,MN,MN0230100,1.5,2,b2-MN0230100-chatfield;c-MN0230100-chatfield,capacity_then_zero+pop_gt_1500,14434
batch_004.json,5,x-MN0280100-caledonia,token_zero_shaped,merged_contradiction,cross_class_contradiction+structural_plausibility_residue,published_zero+token_reporter,MN,MN0280100,1.5,2,b2-MN0280100-caledonia;c-MN0280100-caledonia,capacity_then_zero+pop_gt_1500,14803
batch_004.json,6,x-IA0060400-urbana,token_zero_shaped,merged_contradiction,cross_class_contradiction+structural_plausibility_residue,published_zero+token_reporter,IA,IA0060400,1.0,2,b2-IA0060400-urbana;c-IA0060400-urbana,capacity_then_zero+pop_gt_1500,13432
batch_004.json,7,x-NH0074800-sutton,token_zero_shaped,merged_contradiction,cross_class_contradiction+structural_plausibility_residue,published_zero+token_reporter,NH,NH0074800,1.0,2,b2-NH0074800-sutton;c-NH0074800-sutton,capacity_then_zero+pop_gt_1500,14104
batch_004.json,8,x-PA0542800-tower-city,token_zero_shaped,merged_contradiction,cross_class_contradiction+structural_plausibility_residue,published_zero+token_reporter,PA,PA0542800,1.0,2,b2-PA0542800-tower-city;c-PA0542800-tower-city,capacity_then_zero,14928
batch_004.json,9,x-TX2340200-edgewood,token_zero_shaped,merged_contradiction,cross_class_contradiction+structural_plausibility_residue,published_zero+token_reporter,TX,TX2340200,1.0,2,b2-TX2340200-edgewood;c-TX2340200-edgewood,capacity_then_zero+pop_gt_1500,14727
batch_005.json,0,x-KY0430200-caneyville,token_zero_shaped,merged_contradiction,cross_class_contradiction+structural_plausibility_residue,published_zero+token_reporter,KY,KY0430200,0.5,2,b2-KY0430200-caneyville;c-KY0430200-caneyville,capacity_then_zero,13900
batch_005.json,1,x-KY0900200-bloomfield,token_zero_shaped,merged_contradiction,cross_class_contradiction+structural_plausibility_residue,published_zero+token_reporter,KY,KY0900200,0.5,2,b2-KY0900200-bloomfield;c-KY0900200-bloomfield,capacity_then_zero,15789
batch_005.json,2,x-AL0060300-clio,token_zero_shaped,merged_contradiction,cross_class_contradiction+structural_plausibility_residue,published_zero+token_reporter,AL,AL0060300,0.0,2,b2-AL0060300-clio;c-AL0060300-clio,capacity_then_zero,15535
batch_005.json,3,x-AL0420400-hillsboro,token_zero_shaped,merged_contradiction,cross_class_contradiction+structural_plausibility_residue,published_zero+token_reporter,AL,AL0420400,0.0,2,b2-AL0420400-hillsboro;c-AL0420400-hillsboro,never_positive,13388
batch_005.json,4,x-GA0190300-leary,token_zero_shaped,merged_contradiction,cross_class_contradiction+structural_plausibility_residue,published_zero+token_reporter,GA,GA0190300,0.0,2,b2-GA0190300-leary;c-GA0190300-leary,never_positive,14025
batch_005.json,5,x-GA0810500-stapleton,token_zero_shaped,merged_contradiction,cross_class_contradiction+structural_plausibility_residue,published_zero+token_reporter,GA,GA0810500,0.0,2,b2-GA0810500-stapleton;c-GA0810500-stapleton,never_positive,13465
batch_005.json,6,x-GA0850200-milner,token_zero_shaped,merged_contradiction,cross_class_contradiction+structural_plausibility_residue,published_zero+token_reporter,GA,GA0850200,0.0,2,b2-GA0850200-milner;c-GA0850200-milner,never_positive,12848
batch_005.json,7,x-IA0540100-sigourney,token_zero_shaped,merged_contradiction,cross_class_contradiction+structural_plausibility_residue,published_zero+token_reporter,IA,IA0540100,0.0,2,b2-IA0540100-sigourney;c-IA0540100-sigourney,capacity_then_zero+pop_gt_1500,15757
batch_005.json,8,x-IA0820500-blue-grass,token_zero_shaped,merged_contradiction,cross_class_contradiction+structural_plausibility_residue,published_zero+token_reporter,IA,IA0820500,0.0,2,b2-IA0820500-blue-grass;c-IA0820500-blue-grass,capacity_then_zero+pop_gt_1500,16826
batch_005.json,9,x-IA0820800-princeton,token_zero_shaped,merged_contradiction,cross_class_contradiction+replicate_conflict+structural_plausibility_residue,published_zero+token_reporter,IA,IA0820800,0.0,2,b2-IA0820800-princeton;c-IA0820800-princeton,never_positive,13117
batch_006.json,0,x-KS0350300-montezuma,token_zero_shaped,merged_contradiction,cross_class_contradiction+structural_plausibility_residue,published_zero+token_reporter,KS,KS0350300,0.0,2,b2-KS0350300-montezuma;c-KS0350300-montezuma,never_positive,13212
batch_006.json,1,x-KY0110300-perryville,token_zero_shaped,merged_contradiction,cross_class_contradiction+structural_plausibility_residue,published_zero+token_reporter,KY,KY0110300,0.0,2,b2-KY0110300-perryville;c-KY0110300-perryville,capacity_then_zero,14641
batch_006.json,2,x-KY0360200-wheelwright,token_zero_shaped,merged_contradiction,cross_class_contradiction+structural_plausibility_residue,published_zero+token_reporter,KY,KY0360200,0.0,2,b2-KY0360200-wheelwright;c-KY0360200-wheelwright,never_positive,14000
batch_006.json,3,x-KY0360400-wayland,token_zero_shaped,merged_contradiction,cross_class_contradiction+structural_plausibility_residue,published_zero+token_reporter,KY,KY0360400,0.0,2,b2-KY0360400-wayland;c-KY0360400-wayland,capacity_then_zero,14219
batch_006.json,4,x-KY0360500-allen,token_zero_shaped,merged_contradiction,cross_class_contradiction+structural_plausibility_residue,published_zero+token_reporter,KY,KY0360500,0.0,2,b2-KY0360500-allen;c-KY0360500-allen,never_positive,12661
batch_006.json,5,x-KY0430300-clarkson,token_zero_shaped,merged_contradiction,cross_class_contradiction+structural_plausibility_residue,published_zero+token_reporter,KY,KY0430300,0.0,2,b2-KY0430300-clarkson;c-KY0430300-clarkson,capacity_then_zero,15520
batch_006.json,6,x-MI3266600-pigeon,token_zero_shaped,merged_contradiction,cross_class_contradiction+structural_plausibility_residue,published_zero+token_reporter,MI,MI3266600,0.0,2,b2-MI3266600-pigeon;c-MI3266600-pigeon,never_positive,13852
batch_006.json,7,x-MN0230500-rushford,token_zero_shaped,merged_contradiction,cross_class_contradiction+structural_plausibility_residue,published_zero+token_reporter,MN,MN0230500,0.0,2,b2-MN0230500-rushford;c-MN0230500-rushford,never_positive+pop_gt_1500,14608
batch_006.json,8,x-MN0250400-kenyon,token_zero_shaped,merged_contradiction,cross_class_contradiction+structural_plausibility_residue,published_zero+token_reporter,MN,MN0250400,0.0,2,b2-MN0250400-kenyon;c-MN0250400-kenyon,capacity_then_zero+pop_gt_1500,14374
batch_006.json,9,x-NH0057400-warren,token_zero_shaped,merged_contradiction,cross_class_contradiction+structural_plausibility_residue,published_zero+token_reporter,NH,NH0057400,0.0,2,b2-NH0057400-warren;c-NH0057400-warren,never_positive,13233
batch_007.json,0,x-SC0130400-mcbee,token_zero_shaped,merged_contradiction,cross_class_contradiction+structural_plausibility_residue,published_zero+token_reporter,SC,SC0130400,0.0,2,b2-SC0130400-mcbee;c-SC0130400-mcbee,never_positive,12921
batch_007.json,1,x-TX0990100-chillicothe,token_zero_shaped,merged_contradiction,cross_class_contradiction+structural_plausibility_residue,published_zero+token_reporter,TX,TX0990100,0.0,2,b2-TX0990100-chillicothe;c-TX0990100-chillicothe,capacity_then_zero,14231
batch_007.json,2,x-TX1410600-lometa,token_zero_shaped,merged_contradiction,cross_class_contradiction+structural_plausibility_residue,published_zero+token_reporter,TX,TX1410600,0.0,2,b2-TX1410600-lometa;c-TX1410600-lometa,never_positive,12834
batch_007.json,3,x-TX1521100-ransom-canyon,token_zero_shaped,merged_contradiction,cross_class_contradiction+structural_plausibility_residue,published_zero+token_reporter,TX,TX1521100,0.0,2,b2-TX1521100-ransom-canyon;c-TX1521100-ransom-canyon,never_positive,13091
batch_007.json,4,x-TX1701800-woodbranch,token_zero_shaped,merged_contradiction,cross_class_contradiction+structural_plausibility_residue,published_zero+token_reporter,TX,TX1701800,0.0,2,b2-TX1701800-woodbranch;c-TX1701800-woodbranch,pop_gt_1500,13935
batch_007.json,5,x-TX1750700-blooming-grove,token_zero_shaped,merged_contradiction,cross_class_contradiction+structural_plausibility_residue,published_zero+token_reporter,TX,TX1750700,0.0,2,b2-TX1750700-blooming-grove;c-TX1750700-blooming-grove,never_positive,12914
batch_007.json,6,x-TX2101600-tenaha,token_zero_shaped,merged_contradiction,cross_class_contradiction+structural_plausibility_residue,published_zero+token_reporter,TX,TX2101600,0.0,2,b2-TX2101600-tenaha;c-TX2101600-tenaha,capacity_then_zero,14075
batch_007.json,7,x-WA0380900-palouse,token_zero_shaped,merged_contradiction,cross_class_contradiction+structural_plausibility_residue,published_zero+token_reporter,WA,WA0380900,0.0,2,b2-WA0380900-palouse;c-WA0380900-palouse,never_positive,13063
batch_007.json,8,x-MO0600500-goodman,token_zero_shaped,merged_same_ori_pair,explicit_escalate,published_zero+token_reporter,MO,MO0600500,10.5,2,b2-MO0600500-goodman;c-MO0600500-goodman,,15930
batch_007.json,9,x-MN0640400-morgan,token_zero_shaped,merged_same_ori_pair,explicit_escalate+structural_plausibility_residue,published_zero+token_reporter,MN,MN0640400,8.0,2,b2-MN0640400-morgan;c-MN0640400-morgan,capacity_then_zero,15492
batch_008.json,0,x-AL0380900-taylor,token_zero_shaped,merged_same_ori_pair,replicate_conflict+structural_plausibility_residue,published_zero+token_reporter,AL,AL0380900,7.0,2,b2-AL0380900-taylor;c-AL0380900-taylor,capacity_then_zero+pop_gt_1500,19363
batch_008.json,1,x-IL0870600-cowden,token_zero_shaped,merged_same_ori_pair,explicit_escalate+replicate_conflict+structural_plausibility_residue,published_zero+token_reporter,IL,IL0870600,4.0,2,b2-IL0870600-cowden;c-IL0870600-cowden,capacity_then_zero,20332
batch_008.json,2,x-KS0160300-lebo,token_zero_shaped,merged_same_ori_pair,explicit_escalate+structural_plausibility_residue,published_zero+token_reporter,KS,KS0160300,4.0,2,b2-KS0160300-lebo;c-KS0160300-lebo,capacity_then_zero,16816
batch_008.json,3,x-TX0910100-collinsville,token_zero_shaped,merged_same_ori_pair,explicit_escalate+structural_plausibility_residue,published_zero+token_reporter,TX,TX0910100,3.5,2,b2-TX0910100-collinsville;c-TX0910100-collinsville,capacity_then_zero+pop_gt_1500,17775
batch_008.json,4,x-IL0790900-ruma,token_zero_shaped,merged_same_ori_pair,explicit_escalate+replicate_conflict+structural_plausibility_residue,published_zero+token_reporter,IL,IL0790900,2.5,2,b2-IL0790900-ruma;c-IL0790900-ruma,capacity_then_zero,20389
batch_008.json,5,x-MN0470200-eden-valley,token_zero_shaped,merged_same_ori_pair,explicit_escalate+structural_plausibility_residue,published_zero+token_reporter,MN,MN0470200,2.5,2,b2-MN0470200-eden-valley;c-MN0470200-eden-valley,capacity_then_zero,16453
batch_008.json,6,x-KY0920400-centertown,token_zero_shaped,merged_same_ori_pair,explicit_escalate+structural_plausibility_residue,published_zero+token_reporter,KY,KY0920400,2.0,2,b2-KY0920400-centertown;c-KY0920400-centertown,capacity_then_zero,15741
batch_008.json,7,x-OK0120300-boswell,token_zero_shaped,merged_same_ori_pair,explicit_escalate+structural_plausibility_residue,published_zero+token_reporter,OK,OK0120300,2.0,2,b2-OK0120300-boswell;c-OK0120300-boswell,capacity_then_zero,16388
batch_008.json,8,x-OK0310800-mccurtain,token_zero_shaped,merged_same_ori_pair,explicit_escalate+structural_plausibility_residue,published_zero+token_reporter,OK,OK0310800,1.0,2,b2-OK0310800-mccurtain;c-OK0310800-mccurtain,capacity_then_zero,15195
batch_008.json,9,x-AL0480300-thomaston,token_zero_shaped,merged_same_ori_pair,replicate_conflict+structural_plausibility_residue,published_zero+token_reporter,AL,AL0480300,0.0,2,b2-AL0480300-thomaston;c-AL0480300-thomaston,capacity_then_zero,18084
batch_009.json,0,x-GA0810400-bartow,token_zero_shaped,merged_same_ori_pair,explicit_escalate+structural_plausibility_residue,published_zero+token_reporter,GA,GA0810400,0.0,2,b2-GA0810400-bartow;c-GA0810400-bartow,never_positive,16471
batch_009.json,1,x-IL0140600-albers,token_zero_shaped,merged_same_ori_pair,explicit_escalate+structural_plausibility_residue,published_zero+token_reporter,IL,IL0140600,0.0,2,b2-IL0140600-albers;c-IL0140600-albers,capacity_then_zero,17865
batch_009.json,2,x-IL0562500-bull-valley,token_zero_shaped,merged_same_ori_pair,replicate_conflict+structural_plausibility_residue,published_zero+token_reporter,IL,IL0562500,0.0,2,b2-IL0562500-bull-valley;c-IL0562500-bull-valley,never_positive,15485
batch_009.json,3,x-IL0601000-livingston,token_zero_shaped,merged_same_ori_pair,explicit_escalate+structural_plausibility_residue,published_zero+token_reporter,IL,IL0601000,0.0,2,b2-IL0601000-livingston;c-IL0601000-livingston,never_positive,15578
batch_009.json,4,x-IL0610900-patoka,token_zero_shaped,merged_same_ori_pair,replicate_conflict+structural_plausibility_residue,published_zero+token_reporter,IL,IL0610900,0.0,2,b2-IL0610900-patoka;c-IL0610900-patoka,never_positive,15148
batch_009.json,5,x-IL0792100-ellis-grove,token_zero_shaped,merged_same_ori_pair,explicit_escalate+structural_plausibility_residue,published_zero+token_reporter,IL,IL0792100,0.0,2,b2-IL0792100-ellis-grove;c-IL0792100-ellis-grove,never_positive,15882
batch_009.json,6,x-KS0290200-bucklin,token_zero_shaped,merged_same_ori_pair,explicit_escalate+structural_plausibility_residue,published_zero+token_reporter,KS,KS0290200,0.0,2,b2-KS0290200-bucklin;c-KS0290200-bucklin,never_positive,13901
batch_009.json,7,x-KY0480400-lynch,token_zero_shaped,merged_same_ori_pair,explicit_escalate+structural_plausibility_residue,published_zero+token_reporter,KY,KY0480400,0.0,2,b2-KY0480400-lynch;c-KY0480400-lynch,never_positive,13565
batch_009.json,8,x-KY0520400-campbellsburg,token_zero_shaped,merged_same_ori_pair,explicit_escalate+structural_plausibility_residue,published_zero+token_reporter,KY,KY0520400,0.0,2,b2-KY0520400-campbellsburg;c-KY0520400-campbellsburg,never_positive,13639
batch_009.json,9,x-KY0690300-crab-orchard,token_zero_shaped,merged_same_ori_pair,explicit_escalate+structural_plausibility_residue,published_zero+token_reporter,KY,KY0690300,0.0,2,b2-KY0690300-crab-orchard;c-KY0690300-crab-orchard,never_positive,14557
batch_010.json,0,x-KY0960200-butler,token_zero_shaped,merged_same_ori_pair,explicit_escalate+structural_plausibility_residue,published_zero+token_reporter,KY,KY0960200,0.0,2,b2-KY0960200-butler;c-KY0960200-butler,never_positive,13331
batch_010.json,1,x-MA0022500-savoy,token_zero_shaped,merged_same_ori_pair,explicit_escalate+structural_plausibility_residue,published_zero+token_reporter,MA,MA0022500,0.0,2,b2-MA0022500-savoy;c-MA0022500-savoy,never_positive,13471
batch_010.json,2,x-MA0071400-montgomery,token_zero_shaped,merged_same_ori_pair,explicit_escalate+structural_plausibility_residue,published_zero+token_reporter,MA,MA0071400,0.0,2,b2-MA0071400-montgomery;c-MA0071400-montgomery,never_positive,13242
batch_010.json,3,x-TX0730300-rosebud,token_zero_shaped,merged_same_ori_pair,explicit_escalate+structural_plausibility_residue,published_zero+token_reporter,TX,TX0730300,0.0,2,b2-TX0730300-rosebud;c-TX0730300-rosebud,never_positive,15650
batch_010.json,4,x-TX0891000-smiley,token_zero_shaped,merged_same_ori_pair,explicit_escalate+structural_plausibility_residue,published_zero+token_reporter,TX,TX0891000,0.0,2,b2-TX0891000-smiley;c-TX0891000-smiley,never_positive,15524
batch_010.json,5,x-TX0912200-southmayd,token_zero_shaped,merged_same_ori_pair,explicit_escalate+structural_plausibility_residue,published_zero+token_reporter,TX,TX0912200,0.0,2,b2-TX0912200-southmayd;c-TX0912200-southmayd,never_positive,15347
batch_010.json,6,x-TX1100500-anton,token_zero_shaped,merged_same_ori_pair,explicit_escalate+structural_plausibility_residue,published_zero+token_reporter,TX,TX1100500,0.0,2,b2-TX1100500-anton;c-TX1100500-anton,never_positive,15429
batch_010.json,7,x-WY0070400-shoshoni,token_zero_shaped,merged_same_ori_pair,explicit_escalate+structural_plausibility_residue,published_zero+token_reporter,WY,WY0070400,0.0,2,b2-WY0070400-shoshoni;c-WY0070400-shoshoni,never_positive,14910
batch_010.json,8,b2-MO0570700-hawk-point,token_zero_shaped,structural_plausibility_residue,structural_plausibility_residue,published_zero,MO,MO0570700,11.0,1,b2-MO0570700-hawk-point,capacity_then_zero,14322
batch_010.json,9,b2-ME0101300-veazie,token_zero_shaped,structural_plausibility_residue,structural_plausibility_residue,published_zero,ME,ME0101300,9.0,1,b2-ME0101300-veazie,capacity_then_zero+pop_gt_1500,14424
batch_011.json,0,b2-MO0660200-iberia,token_zero_shaped,structural_plausibility_residue,structural_plausibility_residue,published_zero,MO,MO0660200,8.0,1,b2-MO0660200-iberia,capacity_then_zero,17065
batch_011.json,1,b2-SC0231900-bob-jones-university,token_zero_shaped,structural_plausibility_residue,structural_plausibility_residue,published_zero,SC,SC0231900,6.5,1,b2-SC0231900-bob-jones-university,capacity_then_zero,13445
batch_011.json,2,b2-MO0440500-oregon,token_zero_shaped,structural_plausibility_residue,structural_plausibility_residue,published_zero,MO,MO0440500,5.0,1,b2-MO0440500-oregon,capacity_then_zero,16074
batch_011.json,3,b2-IL0451900-waubonsee-comm-college,token_zero_shaped,structural_plausibility_residue,structural_plausibility_residue,published_zero,IL,IL0451900,4.5,1,b2-IL0451900-waubonsee-comm-college,capacity_then_zero,15010
batch_011.json,4,b2-IL0167E00-oakton-community-college,token_zero_shaped,structural_plausibility_residue,structural_plausibility_residue,published_zero,IL,IL0167E00,4.0,1,b2-IL0167E00-oakton-community-college,capacity_then_zero,15191
batch_011.json,5,b2-IL0603800-grantfork,token_zero_shaped,structural_plausibility_residue,structural_plausibility_residue,published_zero,IL,IL0603800,4.0,1,b2-IL0603800-grantfork,capacity_then_zero,15847
batch_011.json,6,b2-NC0101000-caswell-beach,token_zero_shaped,structural_plausibility_residue,structural_plausibility_residue,published_zero,NC,NC0101000,4.0,1,b2-NC0101000-caswell-beach,capacity_then_zero,16529
batch_011.json,7,b2-IL0169F00-morton-college,token_zero_shaped,structural_plausibility_residue,structural_plausibility_residue,published_zero,IL,IL0169F00,3.5,1,b2-IL0169F00-morton-college,capacity_then_zero,13978
batch_011.json,8,b2-AL0540500-pickensville,token_zero_shaped,structural_plausibility_residue,structural_plausibility_residue,published_zero,AL,AL0540500,3.0,1,b2-AL0540500-pickensville,capacity_then_zero,14908
batch_011.json,9,b2-IL0570800-colfax,token_zero_shaped,structural_plausibility_residue,structural_plausibility_residue,published_zero,IL,IL0570800,3.0,1,b2-IL0570800-colfax,capacity_then_zero,15615
batch_012.json,0,b2-MA0082000-worthington,token_zero_shaped,structural_plausibility_residue,structural_plausibility_residue,published_zero,MA,MA0082000,3.0,1,b2-MA0082000-worthington,capacity_then_zero,14394
batch_012.json,1,b2-MN0150200-clearbrook,token_zero_shaped,structural_plausibility_residue,structural_plausibility_residue,published_zero,MN,MN0150200,3.0,1,b2-MN0150200-clearbrook,capacity_then_zero,15287
batch_012.json,2,b2-MN0650600-buffalo-lake,token_zero_shaped,structural_plausibility_residue,structural_plausibility_residue,published_zero,MN,MN0650600,3.0,1,b2-MN0650600-buffalo-lake,capacity_then_zero,14733
