case_id,case_class,subclass,state,n_oris,oris,mass_hint,arm,verdict,confidence,source,source_batch,agent,n_replicates,replicate_conflict,replicate_verdicts,verdict_raw,detail,rationale,packet_file,cleanup_pass,active,superseded_by,cleanup_reason,original_class,residue_pass,residue_reason,merged_from,final_pass,final_reason,oris_scope
b2-PA0544700-branch-township,published_zero,b2_cius,PA,1,PA0544700,0.0,luna,misread_missing,high,run,zero_batches/000,a9d81ccc7caf07c5c,1,0,,misread_missing,[raw:publication_gap_treat_as_missing] Treat 2024 as missing; no eligible own-history replacement is supported.,The CIUS zero is based on a 0-month SRS submission. Historical zeros cannot establish complete-year coverage.,batches/batch_080.json,retained_pre_cleanup,0,r-PA0544700-branch-township,,,superseded_by_residue,,,retained_pre_final,,
b2-PA0545000-reilly-township,published_zero,b2_cius,PA,1,PA0545000,1.0,luna,misread_missing,high,run,zero_batches/000,a9d81ccc7caf07c5c,1,0,,misread_missing,[raw:publication_gap_treat_as_missing] Treat 2024 as missing; no eligible recent positive own-history replacement is supported.,The claimed complete-year zero rests on 0 submitted SRS months and is therefore unusable under BLANK-AS-ZERO.,batches/batch_043.json,retained_pre_cleanup,0,r-PA0545000-reilly-township,,,superseded_by_residue,,,retained_pre_final,,
b2-PA0560100-meyersdale,published_zero,b2_cius,PA,1,PA0560100,0.0,luna,misread_missing,high,run,zero_batches/000,a9d81ccc7caf07c5c,1,0,,misread_missing,"[raw:publication_gap_treat_as_missing] Treat 2024 as missing; the last positive report is too old for the stated two-year own-history rule, so no replacement value is justified from this evidence.",The CIUS zero is a 12-month publication over a 0-month SRS submission; the historical positives do not validate 2024.,batches/batch_081.json,retained_pre_cleanup,0,r-PA0560100-meyersdale,,,superseded_by_residue,,,retained_pre_final,,
b2-PA0560500-boswell,published_zero,b2_cius,PA,1,PA0560500,0.0,luna,misread_missing,high,run,zero_batches/000,a9d81ccc7caf07c5c,1,0,,misread_missing,[raw:publication_gap_treat_as_missing] Treat 2024 as missing; no eligible own-history replacement exists in the supplied evidence.,"Both 2023 and 2024 CIUS zeros rest on 0-month SRS submissions, and there is no positive history.",batches/batch_081.json,retained_pre_cleanup,0,r-PA0560500-boswell,,,superseded_by_residue,,,retained_pre_final,,
b2-PA0561100-jennerstown,published_zero,b2_cius,PA,1,PA0561100,0.5,luna,misread_missing,high,run,zero_batches/000,a9d81ccc7caf07c5c,1,0,,misread_missing,[raw:publication_gap_treat_as_missing] Treat 2024 as missing; no eligible recent own-history replacement is supported.,The CIUS zero is printed as a full year despite 0 SRS months. The later NIBRS start date does not corroborate 2024.,batches/batch_049.json,retained_pre_cleanup,0,r-PA0561100-jennerstown,,,superseded_by_residue,,,retained_pre_final,,
b2-PA0561700-indian-lake,published_zero,b2_cius,PA,1,PA0561700,0.0,luna,misread_missing,high,run,zero_batches/000,a9d81ccc7caf07c5c,1,0,,misread_missing,"[raw:publication_gap_treat_as_missing] 2024 is missing; replace via eligible own-history fill using the real 2022 report, not observed zero.",The 2024 CIUS zero rests on 0 SRS months. The 2022 positive report is relevant history but does not validate the published zero.,batches/batch_081.json,retained_pre_cleanup,0,r-PA0561700-indian-lake,,,superseded_by_residue,,,retained_pre_final,,
b2-PA0561800-rockwood,published_zero,b2_cius,PA,1,PA0561800,0.0,luna,misread_missing,high,run,zero_batches/000,a9d81ccc7caf07c5c,1,0,,misread_missing,[raw:publication_gap_treat_as_missing] Treat 2024 as missing; no eligible own-history replacement is supported.,"The published zero is based on a 0-month SRS submission, with no positive historical count to support a genuine annual zero.",batches/batch_082.json,retained_pre_cleanup,0,r-PA0561800-rockwood,,,superseded_by_residue,,,retained_pre_final,,
b2-PA0562600-summit-township,published_zero,b2_cius,PA,1,PA0562600,0.0,luna,misread_missing,high,run,zero_batches/000,a9d81ccc7caf07c5c,1,0,,misread_missing,"[raw:publication_gap_treat_as_missing] 2024 is missing; replace via eligible own-history fill using the real 2022 report, not observed zero.",The CIUS zero is a BLANK-AS-ZERO artifact over 0 SRS months. The 2022 positive report shows the agency can have recorded crime but does not corroborate 2024.,batches/batch_082.json,retained_pre_cleanup,0,r-PA0562600-summit-township,,,superseded_by_residue,,,retained_pre_final,,
b2-PA0580300-lanesboro,published_zero,b2_cius,PA,1,PA0580300,2.5,luna,misread_missing,high,run,zero_batches/000,a9d81ccc7caf07c5c,1,0,,misread_missing,"[raw:publication_gap_treat_as_missing] Treat 2024 as missing; the last positive report is outside the two-year own-history window, so no replacement value is justified from this evidence.",The 2024 CIUS zero sits on a 0-month SRS submission and cannot be treated as a measured full-year zero.,batches/batch_026.json,retained_pre_cleanup,0,r-PA0580300-lanesboro,,,superseded_by_residue,,,retained_pre_final,,
b2-PA0580400-montrose,published_zero,b2_cius,PA,1,PA0580400,0.5,luna,misread_missing,high,run,zero_batches/000,a9d81ccc7caf07c5c,1,0,,misread_missing,"[raw:publication_gap_treat_as_missing] 2024 should be missing/fillable; use a valid real report if later obtained, otherwise the permitted own-history fill.","The CIUS printed zero rests on an SRS submission with 0 months reported. CIUS is not independent corroboration, and BLANK-AS-ZERO makes the zero indistinguishable from nonreporting.",batches/batch_049.json,retained_pre_cleanup,0,r-PA0580400-montrose,,,superseded_by_residue,,,retained_pre_final,,
b2-PA0591700-osceola-township,published_zero,b2_cius,PA,1,PA0591700,0.0,luna,misread_missing,high,run,zero_batches/000,a9d81ccc7caf07c5c,1,0,,misread_missing,[raw:publication_gap_treat_as_missing] 2024 should be missing/fillable; no valid 2024 full-year count exists.,The CIUS zero rests on a zero-month SRS submission; the 12-month publication label is only a default and cannot establish coverage.,batches/batch_082.json,retained_pre_cleanup,0,r-PA0591700-osceola-township,,,superseded_by_residue,,,retained_pre_final,,
b2-PA0600600-new-berlin,published_zero,b2_cius,PA,1,PA0600600,2.0,luna,misread_missing,high,run,zero_batches/000,a9d81ccc7caf07c5c,1,0,,misread_missing,[raw:partial_year_coverage] Only 2 months are believable. Retain the 2-month SRS zero as partial coverage; do not treat the CIUS row as a measured full-year zero or annualize zero into a full-year observation.,"The underlying SRS submission has 2 reported months, so this is partial observed coverage rather than a zero-month publication gap. Uplift cannot rescue a zero.",batches/batch_033.json,retained_pre_cleanup,0,r-PA0600600-new-berlin,,,superseded_by_residue,,,retained_pre_final,,
b2-PA0635000-west-pike-run,published_zero,b2_cius,PA,1,PA0635000,1.0,luna,misread_missing,high,run,zero_batches/000,a9d81ccc7caf07c5c,1,0,,misread_missing,[raw:publication_gap_treat_as_missing] 2024 should be missing/fillable; the CIUS zero is unusable because no months were submitted.,The decisive fact is the 0-month SRS submission underlying the printed CIUS zero; the full-year label cannot represent measured coverage.,batches/batch_043.json,retained_pre_cleanup,0,c-PA0635000-west-pike-run,,,dedupe_dropped,,kept c-PA0635000-west-pike-run(token_reporter/opus/high):token_reporting_flag,retained_pre_final,,
b2-PA0640300-waymart,published_zero,b2_cius,PA,1,PA0640300,2.5,luna,misread_missing,high,run,zero_batches/000,a9d81ccc7caf07c5c,1,0,,misread_missing,[raw:publication_gap_treat_as_missing] 2024 should be missing/fillable; no valid 2024 full-year count exists.,"The CIUS zero sits on a zero-month SRS submission, making it a BLANK-AS-ZERO publication gap rather than a measured zero.",batches/batch_027.json,retained_pre_cleanup,0,r-PA0640300-waymart,,,superseded_by_residue,,,retained_pre_final,,
b2-PA0652900-avonmore-boro,published_zero,b2_cius,PA,1,PA0652900,0.5,luna,misread_missing,high,run,zero_batches/000,a9d81ccc7caf07c5c,1,0,,misread_missing,[raw:publication_gap_treat_as_missing] 2024 should be missing/fillable; no valid 2024 full-year count exists.,"The underlying SRS record has 0 months reported, so the printed CIUS zero cannot establish a complete-year zero.",batches/batch_049.json,retained_pre_cleanup,0,r-PA0652900-avonmore-boro,,,superseded_by_residue,,,retained_pre_final,,
b2-PA0654200-west-leechburg,published_zero,b2_cius,PA,1,PA0654200,1.0,luna,misread_missing,high,run,zero_batches/000,a9d81ccc7caf07c5c,1,0,,misread_missing,[raw:publication_gap_treat_as_missing] 2024 should be missing/fillable; the CIUS zero is unusable.,"The 2024 SRS record has 0 months reported, and the ORI is absent from the 2024 FBI roster, reinforcing that the publication row is not evidence of measured full-year coverage.",batches/batch_043.json,retained_pre_cleanup,0,r-PA0654200-west-leechburg,,,superseded_by_residue,,,retained_pre_final,,
b2-SC0019E00-erskine-college,published_zero,b2_cius,SC,1,SC0019E00,1.0,luna,genuine_zero_year,high,run,zero_batches/000,a9d81ccc7caf07c5c,1,0,,genuine_zero_year,[raw:true_zero] Retain 0 for all seven Part-I offenses in 2024.,"A 12-month NIBRS batch header with zero counts is a real full-year submission. The CIUS zero is corroborated only as the same FBI submission rendered through another lane, but the NIBRS coverage itself establishes the genuine zero.",batches/batch_043.json,superseded_by_cleanup,0,b2-SC0019E00-erskine-college,,,retained_pre_residue,,,retained_pre_final,,
b2-SC0130400-mcbee,published_zero,b2_cius,SC,1,SC0130400,0.0,luna,genuine_zero_year,high,run,zero_batches/000,a9d81ccc7caf07c5c,1,0,,genuine_zero_year,[raw:true_zero] Retain 0 for all seven Part-I offenses in 2024.,"The 12-month NIBRS batch header records zero Part-I offenses. This is full-year reporting, not a zero-month gap; lack of prior positive history does not invalidate the measured zero.",batches/batch_082.json,superseded_by_cleanup,0,x-SC0130400-mcbee,,,retained_pre_residue,,,retained_pre_final,,
b2-SC0210700-quinby,published_zero,b2_cius,SC,1,SC0210700,0.5,luna,genuine_zero_year,high,run,zero_batches/000,a9d81ccc7caf07c5c,1,0,,genuine_zero_year,[raw:true_zero] Retain 0 for all seven Part-I offenses in 2024.,"The agency supplied a 12-month NIBRS batch with zero counts. That establishes full-year coverage; identical CIUS/NIBRS values are not independent, but independence is unnecessary because the NIBRS submission is real.",batches/batch_049.json,superseded_by_cleanup,0,b2-SC0210700-quinby,,,retained_pre_residue,,,retained_pre_final,,
b2-SC0231900-bob-jones-university,published_zero,b2_cius,SC,1,SC0231900,6.5,opus,genuine_zero_year,high,banked_opus,,a524f03bbc9c763b4,1,0,,genuine_zero_year,"Keep EST2024 = 0 as observed. The 2024 zero is the sixth consecutive zero year, not a break. Footprint note: the ORI is crosswalked to 45:statewide_overlap_layer rather than the Greenville campus, which is the standard special-jurisdiction default and is harmless at zero mass, but would matter if this agency ever reports.","The decisive fact is the history, not the header: best-any-lane values run 2019:1, 2020:0, 2021:0, 2022:0, 2023:0, and the 2020-2023 zeros carry 11-12 month NIBRS batch headers of their own. A 2024 zero continues an established five-year pattern instead of breaking a positive one — the opposite of the Ada/Tulelake/Durand signature in this same batch. A small residential campus that refers Part-I matters to Greenville city police plausibly clears zero, and FBIpop is unpublished so no peer-rate test can contradict it. Rejecting this zero would fabricate campus crime that the agency has affirmatively reported as absent for five straight years.",batches/batch_012.json,superseded_by_cleanup,0,b2-SC0231900-bob-jones-university,,,retained_pre_residue,,,retained_pre_final,,
b2-SC0450500-lane,published_zero,b2_cius,SC,1,SC0450500,1.0,luna,genuine_zero_year,high,run,zero_batches/000,a9d81ccc7caf07c5c,1,0,,genuine_zero_year,[raw:true_zero] Retain 0 for all seven Part-I offenses in 2024.,"A 12-month NIBRS batch header with all-zero Part-I counts is a genuine full-year submission, not a blank-as-zero artifact.",batches/batch_044.json,superseded_by_cleanup,0,b2-SC0450500-lane,,,retained_pre_residue,,,retained_pre_final,,
b2-SD0290100-miller,published_zero,b2_cius,SD,1,SD0290100,11.0,opus,misread_missing,medium,banked_opus,,ad2f4a0a017306f2f,1,0,,misread_missing,"Treat the 2024 zero as missing and fillable. Fill basis: own history within 2 years — 2023 is 4 at NIB 9mo (~5.3 annualized), 2020 is 5 at 12mo, 2019 is 5 at 9mo (~6.7) — giving ~4-6 Part-I offences for this 1,319-person town. EST2024=0 observed is not defensible. Do NOT treat the 2022 zero as supporting evidence: it sits on NIB 4 months and SRS 0 months, i.e. it is a partial-year zero and statistically uninformative by the standing rule. Same settling test as Bridgeport: pull the NIBRS segment-level zero-report indicator — twelve explicit zero-report records would flip this to genuine_zero_year, their absence confirms an auto-populated header.","The published zero rests on a CIUS row whose 12mo/high/weight-1.0 is assumed rather than measured, plus a NIBRS batch header of 12 months containing no incident content, against an SRS Return-A record of just 1 MONTH — the named 0-2 month submission condition for BLANK-AS-ZERO. The coverage pattern is the auto-zero-report signature rather than a decay: NIBRS months jump from 9 (2023) to 12 (2024), the best in four years, at exactly the moment content falls to zero, while the agency's own SRS submissions collapse to a single month. Against a full-year expectation of ~5 from its own record, a true zero is roughly a 1% event. Medium confidence because at this population a genuine crime-free year is not absurd, and the 12-month NIBRS header is a real field I am discounting on the strength of the contradicting 1-month SRS record.",batches/batch_006.json,retained_pre_cleanup,1,,,,dedupe_kept,,c-SD0290100-miller(token_reporter/opus/medium):token_reporting_flag->treat_missing_repair,retained_pre_final,,
b2-TX0030600-angelina-college,published_zero,b2_cius,TX,1,TX0030600,0.0,luna,genuine_zero_year,high,run,zero_batches/000,a9d81ccc7caf07c5c,1,0,,genuine_zero_year,[raw:true_zero] Retain 0 for all seven Part-I offenses in 2024.,"Despite only 1 SRS month, the NIBRS lane has a genuine 12-month batch header with zero counts. That full-year NIBRS submission establishes the measured zero; the SRS partial year cannot override it.",batches/batch_083.json,superseded_by_cleanup,0,b2-TX0030600-angelina-college,,,retained_pre_residue,,,retained_pre_final,,
b2-TX0191400-texarkana-college,published_zero,b2_cius,TX,1,TX0191400,0.0,luna,genuine_zero_year,high,run,zero_batches/000,a9d81ccc7caf07c5c,1,0,,genuine_zero_year,[raw:true_zero] 2024 is a genuine full-year zero.,"The decisive fact is the 12-month NIBRS batch header with zero Part-I counts. CIUS is a literal printed zero and merely another rendering of the same submission; the 0-month SRS record is not corroboration. The campus population is unavailable, but zero is not implausible for this special jurisdiction.",batches/batch_083.json,superseded_by_cleanup,0,b2-TX0191400-texarkana-college,,,retained_pre_residue,,,retained_pre_final,,
b2-TX0201700-alvin-community-college,published_zero,b2_cius,TX,1,TX0201700,0.0,luna,genuine_zero_year,high,run,zero_batches/000,a9d81ccc7caf07c5c,1,0,,genuine_zero_year,[raw:true_zero] 2024 is a genuine full-year zero.,"The decisive fact is the 12-month NIBRS batch header with zero Part-I counts. The CIUS zero is a literal printed zero from the same FBI submission, not a blank-as-zero artifact or independent corroboration. Prior low counts do not invalidate a reachable zero for this campus.",batches/batch_083.json,superseded_by_cleanup,0,b2-TX0201700-alvin-community-college,,,retained_pre_residue,,,retained_pre_final,,
b2-TX0290100-point-comfort,published_zero,b2_cius,TX,1,TX0290100,1.0,luna,genuine_zero_year,high,run,zero_batches/000,a9d81ccc7caf07c5c,1,0,,genuine_zero_year,[raw:true_zero] 2024 is a genuine full-year zero.,"The decisive fact is the 12-month NIBRS batch header with zero Part-I counts. The 1-month SRS zero cannot establish annual coverage, but the complete NIBRS submission can. Prior low counts and differing historical lane vintages do not make zero implausible for a population of about 550.",batches/batch_044.json,superseded_by_cleanup,0,b2-TX0290100-point-comfort,,,retained_pre_residue,,,retained_pre_final,,
b2-TX0313300-indian-lake,published_zero,b2_cius,TX,1,TX0313300,0.0,luna,genuine_zero_year,high,run,zero_batches/000,a9d81ccc7caf07c5c,1,0,,genuine_zero_year,[raw:true_zero] 2024 is a genuine full-year zero.,The decisive fact is the 12-month NIBRS batch header with zero Part-I counts. The CIUS zero is a literal published zero tied to that submission; the 0-month SRS record is irrelevant to coverage. A zero is an absolutely plausible outcome for this population.,batches/batch_084.json,superseded_by_cleanup,0,b2-TX0313300-indian-lake,,,retained_pre_residue,,,retained_pre_final,,
b2-TX0730300-rosebud,published_zero,b2_cius,TX,1,TX0730300,0.0,luna,genuine_zero_year,high,run,zero_batches/000,a9d81ccc7caf07c5c,1,0,,genuine_zero_year,[raw:true_zero] 2024 is a genuine full-year zero.,"The decisive fact is the 12-month NIBRS batch header with zero Part-I counts. The 1-month SRS zero cannot rescue or annualize coverage, but the full-year NIBRS report is complete. The zero is plausible for a town of roughly 1,350 residents.",batches/batch_084.json,superseded_by_cleanup,0,x-TX0730300-rosebud,,,retained_pre_residue,,,retained_pre_final,,
b2-TX0740400-savoy,published_zero,b2_cius,TX,1,TX0740400,0.0,luna,genuine_zero_year,high,run,zero_batches/000,a9d81ccc7caf07c5c,1,0,,genuine_zero_year,[raw:true_zero] 2024 is a genuine full-year zero.,"The decisive fact is the 12-month NIBRS batch header with zero Part-I counts. The CIUS zero is a literal publication value derived from the same submission, not missing data. Although earlier years had positive counts, a zero remains a reachable outcome for this small municipality.",batches/batch_084.json,superseded_by_cleanup,0,c-TX0740400-savoy,,,retained_pre_residue,,,retained_pre_final,,
b2-TX0780100-crowell,published_zero,b2_cius,TX,1,TX0780100,0.0,luna,genuine_zero_year,high,run,zero_batches/000,a9d81ccc7caf07c5c,1,0,,genuine_zero_year,[raw:true_zero] 2024 is a genuine full-year zero.,"The decisive fact is the 12-month NIBRS batch header with zero Part-I counts. The 1-month SRS zero is partial and cannot be annualized into evidence, but the NIBRS batch supplies complete-year coverage. A zero is plausible for a population under 800.",batches/batch_084.json,superseded_by_cleanup,0,b2-TX0780100-crowell,,,retained_pre_residue,,,retained_pre_final,,
b2-TX0891000-smiley,published_zero,b2_cius,TX,1,TX0891000,0.0,luna,genuine_zero_year,high,run,zero_batches/000,a9d81ccc7caf07c5c,1,0,,genuine_zero_year,[raw:true_zero] 2024 is a genuine full-year zero.,The decisive fact is the 12-month NIBRS batch header with zero Part-I counts. CIUS is a literal printed zero and not an independent corroborating lane; the SRS zero-month record is simply noncoverage. Zero is plausible for this small town.,batches/batch_085.json,superseded_by_cleanup,0,x-TX0891000-smiley,,,retained_pre_residue,,,retained_pre_final,,
b2-TX0910100-collinsville,published_zero,b2_cius,TX,1,TX0910100,3.5,luna,genuine_zero_year,high,run,zero_batches/000,a9d81ccc7caf07c5c,1,0,,genuine_zero_year,[raw:true_zero] 2024 is a genuine full-year zero.,"The decisive fact is the 12-month NIBRS batch header with zero Part-I counts. The 5-month SRS zero cannot establish a full year, but NIBRS does. Historical positive counts and offense-mix changes do not make zero unreachable for a population of about 2,076.",batches/batch_020.json,superseded_by_cleanup,0,x-TX0910100-collinsville,,,retained_pre_residue,,,retained_pre_final,,
b2-TX0911800-grayson-college,published_zero,b2_cius,TX,1,TX0911800,0.5,luna,genuine_zero_year,high,run,zero_batches/000,a9d81ccc7caf07c5c,1,0,,genuine_zero_year,[raw:true_zero] 2024 is a genuine full-year zero.,"The decisive fact is the 12-month NIBRS batch header with zero Part-I counts. CIUS and NIBRS are duplicate renderings of the same full-year submission; the 0-month SRS record is not independent evidence. A campus zero is plausible, and missing population does not change coverage.",batches/batch_050.json,superseded_by_cleanup,0,b2-TX0911800-grayson-college,,,retained_pre_residue,,,retained_pre_final,,
b2-TX0912200-southmayd,published_zero,b2_cius,TX,1,TX0912200,0.0,luna,genuine_zero_year,high,run,zero_batches/000,a9d81ccc7caf07c5c,1,0,,genuine_zero_year,[raw:true_zero] 2024 is a genuine full-year zero.,"The decisive fact is the 12-month NIBRS batch header with zero Part-I counts. The 2-month SRS zero is partial and cannot be annualized, but the NIBRS report is complete. Zero is absolutely plausible for a town of roughly 1,100 residents.",batches/batch_085.json,superseded_by_cleanup,0,x-TX0912200-southmayd,,,retained_pre_residue,,,retained_pre_final,,
b2-TX0912300-tom-bean,published_zero,b2_cius,TX,1,TX0912300,1.0,luna,genuine_zero_year,high,run,zero_batches/000,a9d81ccc7caf07c5c,1,0,,genuine_zero_year,[raw:true_zero] 2024 is a genuine full-year zero.,"The decisive fact is the 12-month NIBRS batch header with zero Part-I counts. The 1-month SRS zero is not sufficient coverage, while CIUS and NIBRS reflect the same complete submission. Historical low counts do not make a zero implausible for this population.",batches/batch_044.json,superseded_by_cleanup,0,b2-TX0912300-tom-bean,,,retained_pre_residue,,,retained_pre_final,,
b2-TX0960200-estelline,published_zero,b2_cius,TX,1,TX0960200,0.0,luna,genuine_zero_year,high,run,zero_batches/000,a9d81ccc7caf07c5c,1,0,,genuine_zero_year,[raw:true_zero] Accept the 2024 CIUS zero as a genuine full-year zero.,"The 12-month NIBRS batch header independently establishes a real full-year submission with zero Part-I offenses. The 0-month SRS is irrelevant, and CIUS/NIBRS agreement is not independent corroboration. A zero is absolutely plausible for a population of 124.",batches/batch_085.json,superseded_by_cleanup,0,b2-TX0960200-estelline,,,retained_pre_residue,,,retained_pre_final,,
b2-TX0980200-spearman,published_zero,b2_cius,TX,1,TX0980200,5.5,luna,genuine_zero_year,high,run,zero_batches/000,a9d81ccc7caf07c5c,1,0,,genuine_zero_year,[raw:true_zero] Accept the 2024 CIUS zero as a genuine full-year zero.,"A 12-month NIBRS batch header records zero Part-I offenses for a real full-year submission. Prior positive years do not establish a reporting gap; the level is reachable for a population of 3,002. The 0-month SRS cannot alter that conclusion.",batches/batch_014.json,superseded_by_cleanup,0,x-TX0980200-spearman,,,retained_pre_residue,,,retained_pre_final,,
b2-TX0990100-chillicothe,published_zero,b2_cius,TX,1,TX0990100,0.0,luna,genuine_zero_year,high,run,zero_batches/000,a9d81ccc7caf07c5c,1,0,,genuine_zero_year,[raw:true_zero] Accept the 2024 CIUS zero as a genuine full-year zero.,The 12-month NIBRS batch header confirms full-year reporting with zero Part-I offenses. Earlier positive counts show the agency can report crime but do not prove underreporting in 2024; zero is plausible for a population of 538.,batches/batch_086.json,superseded_by_cleanup,0,x-TX0990100-chillicothe,,,retained_pre_residue,,,retained_pre_final,,
b2-TX1100400-south-plains-college,published_zero,b2_cius,TX,1,TX1100400,6.0,opus,unclear_escalate,medium,banked_opus,,ad6a22b37c3f79158,1,0,,unclear_escalate,"Hold 2024 out of the panel — neither accept the 0 nor fabricate a fill. Resolve with the Clery Act Annual Security Report for South Plains College (2023 and 2024): it is published independently of UCR and is the only channel available that is not derived from the same submission. If Clery shows on-campus burglary/MVT/larceny while NIBRS shows zero, rule publication_gap / zero-report artifact and fill; if Clery is also near zero, rule true_zero. Note the downstream stake is small and diffuse — FBIpop is 0 and the footprint is 48:statewide_overlap_layer.","The 12-month NIBRS batch header is affirmative, but a NIBRS Zero Report month is indistinguishable on the wire from a month of real submission with no Part-I, so the header cannot settle whether the agency measured zero or administratively zero-reported. The statistics cut the other way: two consecutive absolute zeros (2023 and 2024) against a 2021-2022 level of 3 and 6 is roughly a 0.03% Poisson event, so the underlying rate changed — and at a ~9,500-student college with residence halls, a change to literal zero larceny is more consistent with a records or reporting change than with crime vanishing. FBIpop is 0 for this ORI, which the packet states makes any peer-rate cross-check structurally impossible, and no third channel in the packet breaks the tie. This is deliberately not the Morrice call: Morrice's zero sits inside Poisson noise of its own recent level (4, 3, 4, 2); this one does not.",batches/batch_013.json,superseded_by_cleanup,0,b2-TX1100400-south-plains-college,,,retained_pre_residue,,,retained_pre_final,,
b2-TX1100500-anton,published_zero,b2_cius,TX,1,TX1100500,0.0,luna,genuine_zero_year,high,run,zero_batches/000,a9d81ccc7caf07c5c,1,0,,genuine_zero_year,[raw:true_zero] Accept the 2024 CIUS zero as a genuine full-year zero.,"The decisive fact is the real 12-month NIBRS submission with zero Part-I offenses. The 0-month SRS is a non-reporting artifact, not evidence against the full-year NIBRS result. Zero is plausible for a population of 912.",batches/batch_086.json,superseded_by_cleanup,0,x-TX1100500-anton,,,retained_pre_residue,,,retained_pre_final,,
b2-TX1270500-hawley,published_zero,b2_cius,TX,1,TX1270500,0.0,luna,genuine_zero_year,high,run,zero_batches/000,a9d81ccc7caf07c5c,1,0,,genuine_zero_year,[raw:true_zero] Accept the 2024 CIUS zero as a genuine full-year zero.,"The 12-month NIBRS batch header confirms a complete submitted year with zero Part-I offenses. The prior low and zero counts are compatible with genuine low crime, and zero is plausible for a population of 573.",batches/batch_086.json,superseded_by_cleanup,0,b2-TX1270500-hawley,,,retained_pre_residue,,,retained_pre_final,,
b2-TX1390400-paris-junior-college,published_zero,b2_cius,TX,1,TX1390400,3.0,luna,genuine_zero_year,high,run,zero_batches/000,a9d81ccc7caf07c5c,1,0,,genuine_zero_year,[raw:true_zero] Accept the 2024 CIUS zero as a genuine full-year zero.,The 12-month NIBRS batch header is a real full-year submission recording zero Part-I offenses. The missing FBI population prevents peer-rate testing but does not undermine the submission evidence; the 1-month SRS cannot rescue or contradict the full-year zero.,batches/batch_024.json,superseded_by_cleanup,0,b2-TX1390400-paris-junior-college,,,retained_pre_residue,,,retained_pre_final,,
b2-TX1410600-lometa,published_zero,b2_cius,TX,1,TX1410600,0.0,luna,genuine_zero_year,high,run,zero_batches/000,a9d81ccc7caf07c5c,1,0,,genuine_zero_year,[raw:true_zero] Accept the 2024 CIUS zero as a genuine full-year zero.,"A complete 12-month NIBRS submission records zero Part-I offenses. The 0-month SRS is only a blank-as-zero/non-report signal, while zero remains plausible for a population of 816.",batches/batch_086.json,superseded_by_cleanup,0,x-TX1410600-lometa,,,retained_pre_residue,,,retained_pre_final,,
b2-TX1521100-ransom-canyon,published_zero,b2_cius,TX,1,TX1521100,0.0,luna,genuine_zero_year,high,run,zero_batches/000,a9d81ccc7caf07c5c,1,0,,genuine_zero_year,[raw:true_zero] Accept the 2024 CIUS zero as a genuine full-year zero.,"The decisive evidence is the 12-month NIBRS batch header with zero Part-I offenses. The earlier 3-month NIBRS zero and 0-month SRS do not invalidate the complete 2024 submission; zero is plausible for a population of 1,149.",batches/batch_087.json,superseded_by_cleanup,0,x-TX1521100-ransom-canyon,,,retained_pre_residue,,,retained_pre_final,,
b2-TX1660300-thorndale,published_zero,b2_cius,TX,1,TX1660300,2.0,luna,genuine_zero_year,high,run,zero_batches/000,a9d81ccc7caf07c5c,1,0,,genuine_zero_year,[raw:true_zero] Accept the 2024 CIUS zero as a genuine full-year zero.,"The 12-month NIBRS batch header confirms full-year reporting with zero Part-I offenses. Prior variation, including positive years, is not evidence of a publication gap; zero is reachable for a population of 1,399.",batches/batch_033.json,superseded_by_cleanup,0,x-TX1660300-thorndale,,,retained_pre_residue,,,retained_pre_final,,
b2-TX1701800-woodbranch,published_zero,b2_cius,TX,1,TX1701800,0.0,luna,genuine_zero_year,high,run,zero_batches/000,a9d81ccc7caf07c5c,1,0,,genuine_zero_year,[raw:true_zero] Accept the 2024 CIUS zero as a genuine full-year zero.,"The 12-month NIBRS batch header confirms a genuine complete-year zero. The historical low counts and the 0-month SRS rows do not indicate missingness, and zero is plausible for a population of 1,603.",batches/batch_087.json,superseded_by_cleanup,0,x-TX1701800-woodbranch,,,retained_pre_residue,,,retained_pre_final,,
b2-TX1750700-blooming-grove,published_zero,b2_cius,TX,1,TX1750700,0.0,luna,genuine_zero_year,high,run,zero_batches/000,a9d81ccc7caf07c5c,1,0,,genuine_zero_year,[raw:true_zero] Accept the 2024 CIUS zero as a genuine full-year zero.,"Despite the 1-month SRS, the 12-month NIBRS batch header establishes a real full-year submission with zero Part-I offenses. The agency's changing population field does not negate the 2024 submission; zero is plausible for a population of 874.",batches/batch_087.json,superseded_by_cleanup,0,x-TX1750700-blooming-grove,,,retained_pre_residue,,,retained_pre_final,,
b2-TX1800100-vega,published_zero,b2_cius,TX,1,TX1800100,1.0,luna,genuine_zero_year,high,run,zero_batches/000,a9d81ccc7caf07c5c,1,0,,genuine_zero_year,[raw:true_zero] Accept the 2024 CIUS zero as a genuine full-year zero.,"The 12-month NIBRS batch header confirms complete reporting with zero Part-I offenses. The prior full-year count of 1 does not make zero implausible, and the 0-month SRS is not evidence of a gap.",batches/batch_045.json,superseded_by_cleanup,0,b2-TX1800100-vega,,,retained_pre_residue,,,retained_pre_final,,
