# stage1_adjudications registry: zero_missing_adjudicated.csv
# source_registry: state/qa/stage1_adhoc_review/zero_missing_adjudicated.csv
# source_pass: pass 4 (apply_stage1_final_rulings.py) landing on passes 1-3
# rows: live rulings only (the per-class registries hold no superseded rows); the full
#   audit ledger with every superseded instance is state/qa/stage1_adhoc_review/rulings_full.csv
# target_year: 2024
# generated_by: scripts/review/source_audit/promote_stage1_adjudications_to_configs.py
# generated_at: 2026-07-30T04:10:35+00:00
# source_sha256: 47cab976df81797903489372c69534c54f2074e2e0d15c46f4c3f8c965e2b6cd
# rows_written: 263
case_id,target_year,state,oris,verdict,downstream_action,believable_months,confidence,needs_review,detail
b2-SC0231900-bob-jones-university,2024,SC,SC0231900,unclear_escalate,retain_current_flag_review,,medium,1,The panel cannot distinguish a genuine zero from automatic zero-reporting. The 2024 Clery crime log/annual security report identifying incidents and campus policing responsibility would settle it.
b2-TX1100400-south-plains-college,2024,TX,TX1100400,misread_missing,treat_missing_repair,,high,0,"ORI TX1100400 (SOUTH PLAINS COLLEGE, TX). Panel should carry: MISSING and fillable from eligible recent real history, including 2022."
r-PA0100800-mars,2024,PA,PA0100800,misread_missing,treat_missing_repair,,high,0,"2024 goes MISSING and fillable; 2021 (0 filed months) should be flagged MISSING on the same basis. ZERO believable months in 2024 — nothing was submitted in any lane. Fill anchored on the best-covered years available: 2019 (3 on 11 filed months → ~3.3/yr) and the 2018 CIUS publication (6) → own level ~3-6/yr, larceny-dominant (baseline larceny 5, robbery 1). Do NOT use the raw 2022 (3 on 2 months) or 2023 (1 on 2 months) totals as a base rate, and do NOT use their annualisations (x6 → 18 and 6) as fill values — a 2-month window multiplied by six is noise, not a level. Peer-band cross-check is higher (702.6/100k x 1,413 → ~9.9/yr); own history is thin but preferable. Magnitude is the weak part of this ruling: MARS has NO demonstrably full-coverage year anywhere in 2018-2023 (SRS filed months run 5, 11, 6, 0, 2, 2), so the fill rests on a coverage-weighted read rather than a clean anchor."
x-IL1011000-durand,2024,IL,IL1011000,misread_missing,treat_missing_repair,,medium,0,"2024 goes MISSING and fillable for place 1721280 (Durand village). Own-history fill applies — 2023 is a real 12-month NIBRS year of 6 offenses, inside the window. The 2024 SRS 1-month zero offers nothing to annualise."
x-MI7859600-morrice,2024,MI,MI7859600,genuine_zero_year,retain_zero,,low,0,"Carry the published 0 as observed for 2024 at place 2655560 (Morrice village) — this is the one ORI in the batch where the zero should stand. Confidence is low because the base rate is contested: on the 2023 measured level (2 offenses) a zero year is a ~1-in-7 outcome, but on the six-year mean (5.3) it is ~1-in-200, and the record cannot say which is the right rate. Flag for revisit if 2025 also comes in at zero — a second consecutive zero would move this into the structural bucket."
x-VA0960400-pound,2024,VA,VA0960400,misread_missing,treat_missing_repair,,medium,0,"2024 goes MISSING and fillable for place 5164272 (Pound town). An own-history fill is technically available (2023: 1 offense on 4 NIBRS months, annualising to ~3, inside the window), but the history is thin enough that a peer/band fill is equally defensible. Do not carry any believable month count for 2024 — the 12-month label is not measured coverage."
x-MN0400600-cleveland,2024,MN,MN0400600,misread_missing,treat_missing_repair,,medium,0,"2024 goes MISSING and fillable for place 2711872 (Cleveland city), and 2023 is the same artifact. The fill must not be anchored on 2022 (itself already larceny-stripped, so it would re-import the defect); the last intact full year is 2021 (9 offenses, 12-month NIBRS), otherwise use a peer/band fill."
x-TX0980200-spearman,2024,TX,TX0980200,misread_missing,treat_missing_repair,,high,0,"2024 goes MISSING and fillable for place 4869476 (Spearman city); 2022 and 2023 are the same artifact and should not stand as observed zeros either. Own-history fill is blocked (last real report 2021, outside the 2-year window), so this falls to a peer/band fill at pop ~3,000."
b2-MO0440500-oregon,2024,MO,MO0440500,genuine_zero_year,retain_zero,,high,0,Carry 0 as an observed 12-month value.
x-IL0090100-ashland,2024,IL,IL0090100,misread_missing,treat_missing_repair,,high,0,"2024 goes MISSING and fillable for place 1702505 (Ashland village). Own-history fill is blocked (last real report 2020, outside the 2-year window), so it must fall to a peer/band fill; 2021-2023 are zero-month SRS shells and are already non-reports, not a low level."
x-IL0900400-hopedale,2024,IL,IL0900400,misread_missing,treat_missing_repair,,high,0,missing and fillable
x-KY0290100-burkesville,2024,KY,KY0290100,misread_missing,treat_missing_repair,,high,0,missing and fillable
x-LA0190100-clinton,2024,LA,LA0190100,token_reporting_flag,partial_year_uplift,2,high,0,2 believable months
b2-IL0451900-waubonsee-comm-college,2024,IL,IL0451900,unclear_escalate,retain_current_flag_review,,medium,1,The panel cannot distinguish genuine zero crime from discontinued or transferred campus policing. The college's 2024 Clery crime log/annual security report identifying incidents and the responsible police agency would settle it.
r-KY0470400-west-point,2024,KY,KY0470400,misread_missing,treat_missing_repair,,high,0,"2024 goes MISSING and fillable; do not carry observed 0x7. Fill at approximately 10 Part-I offences, anchored on the last demonstrably full-coverage span 2018-2021 (NIB 12-month years totalling 10, 7, 14, 9; mean 10.0, median 9.5), distributed on the baseline composition vector (larceny ~5.8, MVT ~2.5, burglary ~1.0, agg assault ~0.5, robbery ~0.2, murder 0, rape 0). Explicitly reject both laundered candidates: the CIUS-lane median of 4.5 -- which is this case's mass_hint, i.e. the fill machinery's current default -- and the 2021-2023 median of 2. Both average in the degraded 2022-2023 tail. The 2022 'collapse to 2' is an exposure artefact, not a decline: 2 offences on 2 Return-A filed months annualizes to ~12/yr, right at the 2018-2021 level, which removes the declining-trend story entirely. Adjacent item the repair should not leave behind: 2023 is the identical construction (0 total on 0 SRS filed months behind the same constant NIB 12 header) and should be re-opened on the same grounds, otherwise a 2024 fill gets validated against a 2023 zero that is itself unmeasured."
r-NY0502900-wayland-village,2024,NY,NY0502900,misread_missing,treat_missing_repair,,medium,1,"MISSING + fill ≈3.5-4.5. Anchors: the DCJS series for this agency (2022:4, 2023:5 → median 4.5) and the exposure-weighted FBI rate (6 offences / 21 filed months = 0.29/month → 3.4/yr); the best-covered FBI year (2018, 11 filed months) is 2. Do not use the peer band — 702.6/100k × 1,769 = 12.4/yr is ~3x anything this village has ever recorded and would fabricate more than the zero deletes. Imputed tier, and the 2019 (0 on 4 months), 2021 and 2023 (0 filed months) zeros should not enter the base either. What would settle it outright, and is the record I would want for all three NY villages here: DCJS's per-agency months-reported / incomplete-reporter footnote for 2024 — the state lane's missing period field is the whole ambiguity."
b2-IL0167E00-oakton-community-college,2024,IL,IL0167E00,genuine_zero_year,retain_zero,,medium,0,Carry 0 as an observed 12-month value.
b2-IL0603800-grantfork,2024,IL,IL0603800,genuine_zero_year,retain_zero,,high,0,Carry 0 as an observed 12-month value.
b2-NC0101000-caswell-beach,2024,NC,NC0101000,genuine_zero_year,retain_zero,,medium,0,Carry 0 as an observed 12-month value.
r-NY0192200-coxsackie-village,2024,NY,NY0192200,misread_missing,treat_missing_repair,,medium,1,"MISSING + fill ≈4 (range 1-5). Anchors: the only 12-filed-month year on record (2019) is 1; the SPUB series 2021-23 is 4/6/1 (median 4); exposure-weighted FBI rate is 13 offences / 30 filed months = 0.43/month → 5.2/yr. Take ~4 at an imputed tier. Do NOT peer-fill: 929.7/100k × 2,821 = ~26/yr is roughly 6x the most this agency has ever recorded, so a band fill would fabricate far more than the zero deletes. Exclude the 2021 zero-month SRS zero and the 2024 zero from the base. Settled by the same missing record as the other NY villages: DCJS's months-reported field for 2024."
x-IL0870600-cowden,2024,IL,IL0870600,misread_missing,treat_missing_repair,,medium,0,"Missing and fillable; do not carry 0 as observed. Own-history fill is BLOCKED (last real positive report 2021, outside the 2-year recency window), so the repair must come from the peer path for local_police in band (0,1000]: ~2-3 offences at pop 497 (503.4 per 100k implies 2.5), floored at the agency's own demonstrated 1-5/yr rather than taken from a larger-agency rate. 2022 (NIB 0 on 7mo) and 2023 (CIUS/NIB 0 at 12mo) carry the same all-zero signature and belong in the same treatment. Footprint unchanged: place 1717055 ""Cowden village"", w=1 exclusive."
x-KS0050400-claflin,2024,KS,KS0050400,genuine_zero_year,retain_zero,,medium,0,carry as observed
x-KS0160300-lebo,2024,KS,KS0160300,genuine_zero_year,retain_zero,1,medium,0,"Carry 0 as observed for 2024; no fill, no uplift. Correct one thing in the panel's run count: 2023 (NIB 0 on 1 reported month) is a non-report, not a zero year, so the terminal substantive zero run here is 1 year, not 2. Footprint unchanged: place 2039125 ""Lebo city"", w=1 exclusive."
x-NJ0191600-ogdensburg,2024,NJ,NJ0191600,token_reporting_flag,partial_year_uplift,1,high,0,1 believable month
b2-IL0169F00-morton-college,2024,IL,IL0169F00,genuine_zero_year,retain_zero,,medium,0,Carry 0 as an observed 12-month value.
x-OK0230700-shattuck,2024,OK,OK0230700,misread_missing,treat_missing_repair,,high,0,missing and fillable
x-TX0910100-collinsville,2024,TX,TX0910100,misread_missing,treat_missing_repair,,medium,0,"Missing and fillable; do not carry 0 as observed. Own-history fill is available and in-window (2023 is a real 12-month report): carry ~3-4 Part-I offences (full-coverage years 2019-2023 = 3, 3, 5, 4, 3; 2021-2023 median 4), with baseline composition rape 0.6 / agg assault 1 / burglary 1.8 / larceny 2.2 / MVT 0.6. The repair leaves the town at ~170 per 100k against a 702.6 peer median, so it does not overshoot. Footprint unchanged: place 4816036 ""Collinsville town"", w=1 exclusive."
b2-AL0540500-pickensville,2024,AL,AL0540500,genuine_zero_year,retain_zero,,high,0,Carry 0 as an observed 12-month value.
b2-IL0570800-colfax,2024,IL,IL0570800,genuine_zero_year,retain_zero,,high,0,Carry 0 as an observed 12-month value.
b2-MA0082000-worthington,2024,MA,MA0082000,genuine_zero_year,retain_zero,,medium,0,"Carry 0 as observed for all seven offences, 12 months, no fill. Reclassify the c1 screen hit as a false positive at this scale."
b2-MN0150200-clearbrook,2024,MN,MN0150200,genuine_zero_year,retain_zero,,medium,0,"Carry 0 as observed for all seven offences, 12 months, no fill."
b2-MN0650600-buffalo-lake,2024,MN,MN0650600,genuine_zero_year,retain_zero,,medium,0,"Carry 0 as observed for all seven offences, 12 months, no fill."
b2-OK0080900-cement,2024,OK,OK0080900,genuine_zero_year,retain_zero,,high,0,"Carry 0 as observed for all seven offences, 12 months, no fill."
b2-OK0221100-seiling,2024,OK,OK0221100,genuine_zero_year,retain_zero,,high,0,"Carry 0 as observed for all seven offences, 12 months, no fill."
b2-TX1390400-paris-junior-college,2024,TX,TX1390400,genuine_zero_year,retain_zero,,medium,0,"Carry 0 as observed for all seven offences, 12 months, no fill. Note the footprint is the Texas statewide overlap layer, so any fabricated fill would smear invented crime across the whole state."
